pkey,Occupation_42,Is_student,activity_type,INSEE,AGE_2018,DEGREE,SEX,household_type,target
97733,"csp_7_2",FALSE,"TACT2-1","94071",72,"hd.2","Male","ft44","I"
97734,"csp_4_8",FALSE,"TACT1-1","94071",48,"hd.3","Male","ft41","I"
97736,"csp_4_6",FALSE,"TACT1-2","94071",34,"hd.1.8","Female","ft42","I"
97737,"csp_8_4",TRUE,"TACT2-2","94071",22,"hd.1.7","Female","ft12","I"
97738,"csp_4_6",FALSE,"TACT1-1","94071",43,"hd.1.2","Male","ft11","I"
97739,"csp_8_4",TRUE,"TACT2-2","94071",15,"hd.3","Female","ft41","I"
97740,"csp_7_8",FALSE,"TACT2-1","94071",69,"hd.1.2","Male","ft32","I"
97741,"csp_7_7",FALSE,"TACT2-1","94071",81,"hd.1.2","Female","ft32","I"
97746,"csp_7_7",FALSE,"TACT2-1","94073",80,"hd.1","Female","ft44","I"
97749,"csp_7_7",FALSE,"TACT2-1","94073",64,"hd.1.6","Female","ft12","I"
97750,"csp_3_1",FALSE,"TACT1-1","94073",58,"hd.1.8","Male","ft41","I"
97751,"csp_8_4",TRUE,"TACT2-2","94073",20,"hd.1.2","Male","ft31","I"
97754,"csp_5_3",FALSE,"TACT1-1","94073",37,"hd.1.5","Male","ft11","I"
97755,"csp_3_5",FALSE,"TACT1-1","94073",51,"hd.1.3","Male","ft41","I"
97756,"csp_7_7",FALSE,"TACT2-1","94073",85,"hd.1.1","Female","ft12","I"
97759,"csp_6_4",FALSE,"TACT1-2","94073",46,"hd.1.1","Male","ft32","I"
97761,"csp_5_6",FALSE,"TACT1-2","94073",55,"hd.1.3","Male","ft11","I"
97762,"csp_8_4",TRUE,"TACT2-2","94073",16,"hd.1.2","Male","ft32","I"
97764,"csp_4_2",FALSE,"TACT1-1","94073",21,"hd.1.4","Male","ft41","I"
97765,"csp_5_4",FALSE,"TACT1-1","94073",24,"hd.1.6","Female","ft32","I"
97768,"csp_8_6",FALSE,"TACT2-5","94073",70,"hd.1","Male","ft11","I"
97769,"csp_7_2",FALSE,"TACT2-1","94073",69,"hd.1.2","Male","ft11","I"
97770,"csp_8_4",TRUE,"TACT2-2","94073",18,"hd.1.2","Female","ft32","I"
97774,"csp_7_8",FALSE,"TACT2-1","94073",78,"hd.1.3","Male","ft44","I"
97775,"csp_5_5",FALSE,"TACT1-1","94073",30,"hd.1.3","Female","ft41","I"
97777,"csp_4_5",FALSE,"TACT1-1","94073",48,"hd.1.5","Male","ft11","I"
97778,"csp_4_3",FALSE,"TACT1-1","94073",27,"hd.1.4","Male","ft42","I"
97780,"csp_8_5",FALSE,"TACT2-4","94073",50,"hd.1.8","Female","ft42","I"
97781,"csp_8_4",TRUE,"TACT2-2","94073",20,"hd.1.4","Male","ft41","I"
97785,"csp_4_6",FALSE,"TACT1-1","94073",38,"hd.1.7","Female","ft41","I"
97787,"csp_8_5",FALSE,"TACT2-5","94073",36,"hd.1.4","Female","ft32","I"
97789,"csp_7_2",FALSE,"TACT2-1","94073",84,"hd.1.3","Female","ft44","I"
97790,"csp_8_4",TRUE,"TACT2-2","94073",19,"hd.1.3","Female","ft42","I"
97791,"csp_7_7",FALSE,"TACT2-1","94073",70,"hd.2","Female","ft32","I"
97792,"csp_8_4",TRUE,"TACT2-2","94073",21,"hd.1.2","Male","ft31","I"
97793,"csp_2_3",FALSE,"TACT1-1","94073",34,"hd.1.6","Female","ft43","I"
97795,"csp_7_7",FALSE,"TACT2-1","94073",64,"hd.1.1","Male","ft11","I"
97797,"csp_3_7",FALSE,"TACT1-1","94073",51,"hd.1.8","Male","ft41","I"
97800,"csp_5_4",FALSE,"TACT1-1","94074",63,"hd.1.3","Male","ft41","N"
97802,"csp_5_6",TRUE,"TACT1-1","94074",40,"hd.1.3","Female","ft32","N"
97803,"csp_7_7",FALSE,"TACT2-1","94074",82,"hd.1.3","Male","ft44","I"
97804,"csp_8_5",FALSE,"TACT2-4","94074",50,"hd.1","Female","ft42","I"
97805,"csp_4_6",FALSE,"TACT1-1","94074",47,"hd.3","Male","ft41","I"
97806,"csp_5_2",FALSE,"TACT1-1","94074",49,"hd.1.2","Female","ft41","N"
97809,"csp_8_4",TRUE,"TACT2-2","94074",16,"hd.3","Male","ft41","I"
97810,"csp_7_2",FALSE,"TACT2-1","94074",87,"hd.1.1","Female","ft32","I"
97811,"csp_3_3",FALSE,"TACT1-1","94074",46,"hd.1.7","Male","ft11","I"
97813,"csp_3_4",TRUE,"TACT1-1","94074",33,"hd.1.9","Male","ft41","I"
97815,"csp_8_4",TRUE,"TACT2-2","94074",22,"hd.1.6","Female","ft41","I"
97816,"csp_7_8",FALSE,"TACT2-1","94074",67,"hd.1.1","Male","ft43","I"
97820,"csp_7_5",FALSE,"TACT2-1","94074",80,"hd.1.6","Female","ft42","I"
97824,"csp_6_4",FALSE,"TACT1-2","94074",47,"hd.1.5","Male","ft44","I"
97827,"csp_7_5",FALSE,"TACT2-1","94074",80,"hd.1.2","Female","ft44","N"
97829,"csp_8_5",FALSE,"TACT2-5","94074",48,"hd.1.8","Male","ft44","I"
97830,"csp_6_5",FALSE,"TACT1-1","94074",36,"hd.1.7","Male","ft41","I"
97831,"csp_3_7",FALSE,"TACT1-1","94074",45,"hd.1.8","Male","ft41","I"
97832,"csp_3_7",FALSE,"TACT1-1","94074",32,"hd.1","Male","ft41","I"
97834,"csp_3_7",FALSE,"TACT1-1","94075",38,"hd.1.8","Female","ft41","N"
97838,"csp_8_5",FALSE,"TACT2-5","94075",30,"hd.1.6","Male","ft44","I"
97841,"csp_6_5",FALSE,"TACT1-1","94075",44,"hd.1.3","Male","ft42","I"
97844,"csp_6_3",FALSE,"TACT1-1","94075",29,"hd.1.3","Male","ft41","I"
97848,"csp_8_4",TRUE,"TACT2-2","94075",18,"hd.1.2","Female","ft44","I"
97850,"csp_3_1",FALSE,"TACT1-1","94075",35,"hd.1.8","Female","ft41","I"
97852,"csp_7_4",FALSE,"TACT2-1","94076",67,"hd.1.2","Male","ft44","I"
97857,"csp_5_5",FALSE,"TACT1-1","94076",35,"hd.1.3","Male","ft11","I"
97858,"csp_4_3",FALSE,"TACT1-1","94076",37,"hd.1.7","Female","ft41","I"
97859,"csp_4_3",FALSE,"TACT1-1","94076",38,"hd.1.4","Male","ft11","I"
97860,"csp_7_4",FALSE,"TACT2-1","94076",76,"hd.1.9","Female","ft12","I"
97863,"csp_3_7",FALSE,"TACT1-1","94076",36,"hd.1.8","Female","ft41","I"
97865,"csp_7_8",FALSE,"TACT2-1","94076",75,"hd.1.2","Male","ft44","I"
97866,"csp_4_6",TRUE,"TACT1-1","94076",27,"hd.1.7","Male","ft43","I"
97867,"csp_8_4",TRUE,"TACT2-2","94076",23,"hd.1.7","Female","ft32","I"
97868,"csp_3_1",FALSE,"TACT1-1","94076",50,"hd.1.8","Male","ft41","N"
97869,"csp_8_4",TRUE,"TACT2-2","94076",23,"hd.1.4","Female","ft32","I"
97872,"csp_6_4",FALSE,"TACT1-2","94076",44,"hd.1.3","Male","ft43","I"
97873,"csp_6_4",FALSE,"TACT1-1","94076",42,"hd.1.7","Female","ft44","I"
97874,"csp_8_4",TRUE,"TACT2-2","94076",19,"hd.3","Female","ft43","I"
97875,"csp_7_5",FALSE,"TACT2-1","94076",65,"hd.1.5","Male","ft43","I"
97876,"csp_7_7",FALSE,"TACT2-1","94076",72,"hd.1.4","Male","ft44","I"
97880,"csp_4_6",FALSE,"TACT1-1","94076",52,"hd.1.8","Male","ft41","I"
97881,"csp_7_7",FALSE,"TACT2-1","94076",67,"hd.1.8","Female","ft12","N"
97882,"csp_3_8",FALSE,"TACT1-1","94076",50,"hd.1.8","Male","ft41","I"
97883,"csp_8_6",FALSE,"TACT2-5","94076",73,"hd.1.3","Female","ft44","I"
97892,"csp_3_8",FALSE,"TACT1-1","94076",36,"hd.1.8","Female","ft41","I"
97893,"csp_6_4",FALSE,"TACT1-1","94076",50,"hd.1.3","Male","ft41","I"
97894,"csp_2_2",FALSE,"TACT1-1","94076",43,"hd.1.1","Male","ft42","I"
97896,"csp_8_4",TRUE,"TACT2-2","94076",16,"hd.1.2","Female","ft32","I"
97898,"csp_8_1",TRUE,"TACT1-2","94076",21,"hd.1.3","Male","ft43","I"
97900,"csp_7_7",FALSE,"TACT2-1","94076",76,"hd.1.7","Female","ft12","I"
97903,"csp_3_7",FALSE,"TACT1-1","94076",43,"hd.3","Male","ft32","I"
97904,"csp_4_7",FALSE,"TACT1-2","94076",30,"hd.1.6","Male","ft11","I"
97905,"csp_3_8",FALSE,"TACT1-1","94076",59,"hd.1.7","Male","ft41","I"
97906,"csp_5_5",FALSE,"TACT1-1","94076",36,"hd.1.7","Female","ft12","N"
97907,"csp_3_8",FALSE,"TACT1-1","94076",36,"hd.1.8","Female","ft41","I"
97911,"csp_6_7",FALSE,"TACT1-2","94076",26,"hd.1.3","Male","ft41","I"
97912,"csp_3_8",FALSE,"TACT1-1","94076",40,"hd.1.7","Female","ft41","I"
97913,"csp_3_5",FALSE,"TACT1-1","94076",54,"hd.1.6","Female","ft41","I"
97914,"csp_5_4",FALSE,"TACT1-2","94076",32,"hd.1.8","Male","ft43","I"
97915,"csp_5_4",FALSE,"TACT1-2","94076",35,"hd.1.4","Female","ft42","I"
97919,"csp_3_4",FALSE,"TACT1-1","94076",32,"hd.1.8","Female","ft41","I"
97920,"csp_6_3",FALSE,"TACT1-1","94076",29,"hd.1.8","Female","ft20","I"
97929,"csp_5_6",FALSE,"TACT1-1","94076",57,"hd.1.3","Male","ft11","I"
97932,"csp_3_4",FALSE,"TACT1-1","94076",52,"hd.1.7","Female","ft41","I"
97935,"csp_7_7",FALSE,"TACT2-1","94077",76,"hd.1.2","Female","ft20","I"
97936,"csp_8_5",FALSE,"TACT2-5","94077",51,"hd.1.3","Female","ft42","I"
97937,"csp_8_5",FALSE,"TACT2-5","94077",63,"hd.1.3","Female","ft44","I"
97940,"csp_2_2",FALSE,"TACT1-1","94077",47,"hd.1.8","Male","ft41","I"
97946,"csp_8_4",TRUE,"TACT2-2","94077",16,"hd.1.1","Male","ft41","I"
97949,"csp_3_8",FALSE,"TACT1-1","94077",43,"hd.1.6","Male","ft41","I"
97956,"csp_6_8",FALSE,"TACT1-1","94077",47,"hd.3","Male","ft41","I"
97961,"csp_2_2",FALSE,"TACT1-1","94078",53,"hd.1.8","Male","ft41","I"
97962,"csp_5_2",FALSE,"TACT1-1","94078",64,"hd.3","Female","ft12","N"
97964,"csp_8_5",FALSE,"TACT2-5","94078",18,"hd.1.3","Male","ft44","I"
97968,"csp_3_8",FALSE,"TACT1-1","94078",49,"hd.1.8","Male","ft41","I"
97969,"csp_4_7",FALSE,"TACT1-1","94078",29,"hd.1.6","Male","ft41","I"
97975,"csp_5_6",FALSE,"TACT1-1","94078",56,"hd.3","Female","ft41","N"
97977,"csp_8_4",TRUE,"TACT2-2","94078",22,"hd.1.4","Male","ft32","I"
97978,"csp_7_7",FALSE,"TACT2-1","94078",70,"hd.3","Female","ft44","I"
97980,"csp_4_3",FALSE,"TACT1-1","94078",34,"hd.1.7","Female","ft20","I"
97981,"csp_7_2",FALSE,"TACT2-1","94078",71,"hd.1.6","Male","ft20","I"
97982,"csp_5_6",FALSE,"TACT1-1","94078",18,"hd.1.2","Female","ft32","I"
97983,"csp_8_4",TRUE,"TACT2-2","94078",16,"hd.2","Male","ft41","I"
97985,"csp_4_3",FALSE,"TACT1-1","94078",41,"hd.1.3","Male","ft42","I"
97987,"csp_3_4",FALSE,"TACT1-1","94078",38,"hd.1.8","Female","ft41","I"
97989,"csp_8_4",TRUE,"TACT2-2","94078",18,"hd.1.2","Male","ft41","I"
97993,"csp_5_4",FALSE,"TACT1-1","94078",49,"hd.1.5","Male","ft11","N"
97996,"csp_6_7",FALSE,"TACT1-1","94078",28,"hd.1.7","Male","ft32","I"
97998,"csp_3_8",FALSE,"TACT1-1","94078",61,"hd.1.8","Male","ft42","I"
98000,"csp_8_5",FALSE,"TACT2-5","94078",61,"hd.1.4","Female","ft42","I"
98003,"csp_8_4",TRUE,"TACT2-2","94078",18,"hd.3","Female","ft41","I"
98004,"csp_8_4",TRUE,"TACT2-2","94078",19,"hd.3","Male","ft31","I"
98006,"csp_6_3",FALSE,"TACT1-1","94078",54,"hd.1.3","Male","ft41","N"
98007,"csp_8_6",FALSE,"TACT2-5","94078",64,"hd.2","Female","ft12","I"
98008,"csp_8_4",TRUE,"TACT2-2","94078",24,"hd.1.4","Female","ft12","I"
98009,"csp_6_3",FALSE,"TACT1-1","94078",47,"hd.1","Male","ft42","I"
98011,"csp_3_4",FALSE,"TACT1-1","94079",29,"hd.1.8","Female","ft12","I"
98015,"csp_7_7",FALSE,"TACT2-1","94079",71,"hd.1.4","Male","ft44","I"
98017,"csp_3_8",FALSE,"TACT1-1","94079",29,"hd.1.8","Male","ft42","I"
98018,"csp_2_1",FALSE,"TACT1-1","94079",54,"hd.1.3","Male","ft42","I"
98019,"csp_3_7",FALSE,"TACT1-1","94079",62,"hd.1.8","Female","ft41","I"
98020,"csp_7_7",FALSE,"TACT2-1","94079",82,"hd.1.2","Female","ft44","N"
98023,"csp_4_3",FALSE,"TACT1-1","94079",51,"hd.1.6","Female","ft41","I"
98025,"csp_8_4",TRUE,"TACT2-2","94079",25,"hd.1.8","Male","ft42","I"
98029,"csp_3_7",FALSE,"TACT1-1","94079",66,"hd.1.6","Female","ft41","I"
98033,"csp_4_2",FALSE,"TACT1-1","94079",48,"hd.1.7","Female","ft41","I"
98034,"csp_3_1",FALSE,"TACT1-1","94079",58,"hd.1.6","Male","ft11","I"
98036,"csp_7_4",FALSE,"TACT2-1","94079",68,"hd.1.7","Female","ft32","I"
98037,"csp_5_4",FALSE,"TACT1-1","94079",40,"hd.1.5","Female","ft12","I"
98038,"csp_5_6",FALSE,"TACT1-1","94079",38,"hd.1.7","Female","ft41","I"
98041,"csp_5_3",FALSE,"TACT1-2","94079",41,"hd.1.6","Male","ft11","I"
98043,"csp_5_2",FALSE,"TACT1-1","94079",31,"hd.1.4","Female","ft41","I"
98049,"csp_8_4",TRUE,"TACT2-2","94079",26,"hd.1.6","Male","ft20","I"
98050,"csp_5_6",FALSE,"TACT1-1","94079",54,"hd.3","Male","ft41","N"
98051,"csp_6_8",TRUE,"TACT1-1","94079",18,"hd.1.2","Male","ft41","I"
98052,"csp_4_6",FALSE,"TACT1-1","94079",47,"hd.1.8","Male","ft11","I"
98054,"csp_3_7",FALSE,"TACT1-1","94079",37,"hd.1.8","Female","ft41","I"
98059,"csp_4_6",TRUE,"TACT1-2","94079",31,"hd.1.8","Male","ft41","I"
98060,"csp_8_4",TRUE,"TACT2-2","94080",25,"hd.1.4","Female","ft20","I"
98061,"csp_3_7",FALSE,"TACT1-1","94080",47,"hd.1.8","Male","ft41","I"
98062,"csp_7_7",FALSE,"TACT2-1","94080",71,"hd.1.6","Female","ft42","I"
98064,"csp_5_2",FALSE,"TACT1-1","94080",44,"hd.1.3","Male","ft32","I"
98066,"csp_8_4",TRUE,"TACT2-2","94080",19,"hd.1.5","Male","ft41","I"
98067,"csp_7_8",FALSE,"TACT2-1","94080",69,"hd.1.3","Male","ft44","I"
98068,"csp_4_6",TRUE,"TACT1-1","94080",45,"hd.1.5","Male","ft42","I"
98070,"csp_7_4",FALSE,"TACT2-1","94080",66,"hd.1.3","Male","ft43","I"
98071,"csp_3_8",FALSE,"TACT1-1","94080",30,"hd.1.8","Female","ft43","I"
98075,"csp_2_2",FALSE,"TACT1-2","94080",48,"hd.1.4","Female","ft44","I"
98077,"csp_5_6",FALSE,"TACT1-1","94080",55,"hd.1.3","Female","ft41","N"
98078,"csp_3_7",FALSE,"TACT1-1","94080",41,"hd.1.8","Female","ft32","I"
98080,"csp_3_7",FALSE,"TACT1-1","94080",43,"hd.1.6","Female","ft41","I"
98081,"csp_8_5",TRUE,"TACT2-2","94080",16,"hd.3","Male","ft42","I"
98085,"csp_8_4",TRUE,"TACT2-2","94080",20,"hd.1.2","Female","ft32","I"
98086,"csp_5_2",FALSE,"TACT1-1","94080",33,"hd.1.4","Female","ft41","I"
98091,"csp_2_2",FALSE,"TACT1-2","94080",64,"hd.1.7","Male","ft11","I"
98092,"csp_8_4",TRUE,"TACT2-2","94080",21,"hd.1.4","Female","ft42","I"
98095,"csp_8_1",FALSE,"TACT1-2","94080",23,"hd.2","Male","ft32","I"
98097,"csp_8_4",TRUE,"TACT2-2","94080",21,"hd.1.4","Female","ft12","I"
98099,"csp_7_5",FALSE,"TACT2-1","94080",83,"hd.1.8","Female","ft12","I"
98100,"csp_7_5",FALSE,"TACT2-1","94080",62,"hd.1.7","Female","ft44","I"
98103,"csp_7_4",FALSE,"TACT2-1","94080",76,"hd.1.7","Male","ft44","I"
98105,"csp_3_7",FALSE,"TACT1-1","94080",32,"hd.1.8","Male","ft41","I"
98109,"csp_3_7",FALSE,"TACT1-1","94080",49,"hd.1.8","Female","ft41","N"
98111,"csp_5_2",TRUE,"TACT1-1","94080",28,"hd.1.7","Female","ft12","I"
98113,"csp_4_3",FALSE,"TACT1-1","94081",23,"hd.1.6","Female","ft32","I"
98114,"csp_7_8",FALSE,"TACT2-1","94081",85,"hd.1","Male","ft42","I"
98117,"csp_7_7",FALSE,"TACT2-1","94081",83,"hd.1.2","Female","ft44","N"
98119,"csp_8_6",FALSE,"TACT2-5","94081",62,"hd.1.3","Female","ft12","I"
98120,"csp_4_6",FALSE,"TACT1-1","94081",40,"hd.1.3","Male","ft42","I"
98123,"csp_5_2",FALSE,"TACT1-1","94081",50,"hd.1.1","Female","ft41","I"
98125,"csp_8_4",TRUE,"TACT2-2","94081",17,"hd.1.2","Male","ft41","I"
98127,"csp_6_7",FALSE,"TACT1-1","94081",49,"hd.2","Male","ft41","I"
98128,"csp_8_1",FALSE,"TACT1-2","94081",61,"hd.2","Female","ft20","I"
98129,"csp_8_4",TRUE,"TACT2-2","94081",19,"hd.1.8","Female","ft41","I"
98131,"csp_4_6",FALSE,"TACT1-1","94081",37,"hd.1.8","Female","ft41","I"
98132,"csp_4_3",TRUE,"TACT1-2","94081",19,"hd.1.4","Female","ft32","I"
98139,"csp_5_6",FALSE,"TACT1-1","94081",31,"hd.1.5","Male","ft20","N"
98140,"csp_2_1",FALSE,"TACT1-2","94081",36,"hd.1.3","Male","ft43","I"
98141,"csp_5_5",FALSE,"TACT1-2","94081",36,"hd.1.7","Female","ft42","I"
98142,"csp_8_6",FALSE,"TACT2-4","94081",64,"hd.1","Female","ft44","I"
98146,"csp_4_6",TRUE,"TACT1-1","94081",21,"hd.1.4","Male","ft41","I"
98147,"csp_7_2",FALSE,"TACT2-1","94081",64,"hd.1.3","Male","ft44","I"
98148,"csp_8_4",TRUE,"TACT2-2","94081",23,"hd.1.7","Male","ft44","I"
98149,"csp_5_6",FALSE,"TACT1-1","94081",23,"hd.1.4","Female","ft12","I"
98150,"csp_7_7",FALSE,"TACT2-1","94081",63,"hd.2","Female","ft32","I"
98152,"csp_8_5",FALSE,"TACT2-4","94081",35,"hd.1.6","Female","ft42","I"
98153,"csp_4_2",FALSE,"TACT1-1","94081",26,"hd.1.4","Male","ft41","I"
98154,"csp_8_4",TRUE,"TACT2-2","94081",15,"hd.1.2","Female","ft41","I"
98155,"csp_7_7",FALSE,"TACT2-1","94081",83,"hd.1.1","Female","ft12","I"
98158,"csp_4_2",FALSE,"TACT1-1","94081",35,"hd.1.8","Female","ft41","I"
98159,"csp_5_4",FALSE,"TACT1-1","94081",25,"hd.1.8","Male","ft41","I"
98160,"csp_5_5",TRUE,"TACT1-1","94081",42,"hd.1.4","Female","ft32","I"
98161,"csp_7_4",FALSE,"TACT2-1","94081",88,"hd.1.3","Male","ft44","I"
98162,"csp_4_6",FALSE,"TACT1-1","94081",42,"hd.1.7","Male","ft11","I"
98169,"csp_3_1",FALSE,"TACT1-1","94081",68,"hd.1.8","Male","ft11","I"
98170,"csp_3_1",FALSE,"TACT1-1","94081",48,"hd.1.8","Female","ft41","N"
98171,"csp_7_7",FALSE,"TACT2-1","94081",92,"hd.3","Female","ft12","I"
98173,"csp_4_3",FALSE,"TACT1-1","94081",39,"hd.1.6","Female","ft12","I"
98175,"csp_8_5",FALSE,"TACT2-5","94081",52,"hd.3","Female","ft44","I"
98177,"csp_4_3",FALSE,"TACT1-1","94081",63,"hd.1.3","Female","ft41","I"
98178,"csp_3_8",FALSE,"TACT1-1","94081",43,"hd.1.8","Male","ft41","I"
98180,"csp_6_3",FALSE,"TACT1-1","94081",54,"hd.1.3","Male","ft41","I"
98181,"csp_5_4",FALSE,"TACT1-1","94081",28,"hd.3","Male","ft32","I"
98182,"csp_4_7",FALSE,"TACT1-1","94081",37,"hd.1.6","Male","ft41","I"
98183,"csp_8_5",FALSE,"TACT2-5","94081",22,"hd.1","Female","ft32","I"
98185,"csp_4_7",FALSE,"TACT1-1","94081",54,"hd.1.5","Male","ft41","I"
98186,"csp_8_5",FALSE,"TACT2-5","94081",58,"hd.1.3","Male","ft31","I"
98187,"csp_8_5",FALSE,"TACT2-5","94081",26,"hd.1.5","Female","ft32","I"
98195,"csp_6_2",FALSE,"TACT1-1","94081",36,"hd.1","Male","ft41","I"
98199,"csp_4_6",FALSE,"TACT1-2","94081",38,"hd.1.4","Female","ft12","I"
98200,"csp_3_3",FALSE,"TACT1-1","94081",48,"hd.1.8","Female","ft41","N"
98207,"csp_8_4",TRUE,"TACT2-2","94081",16,"hd.1.2","Female","ft41","I"
98209,"csp_7_5",FALSE,"TACT2-1","94081",81,"hd.1.2","Female","ft12","N"
98210,"csp_7_5",FALSE,"TACT2-1","94081",72,"hd.1.4","Female","ft12","I"
98211,"csp_6_3",FALSE,"TACT1-1","94081",52,"hd.1.3","Male","ft41","I"
98213,"csp_3_7",FALSE,"TACT1-1","94081",50,"hd.1.8","Female","ft12","I"
98218,"csp_3_1",FALSE,"TACT1-1","94081",46,"hd.1.8","Male","ft41","I"
98223,"csp_8_4",TRUE,"TACT2-2","94081",21,"hd.1.4","Female","ft32","I"
98224,"csp_8_5",TRUE,"TACT2-5","94081",25,"hd.1.2","Male","ft20","I"
98226,"csp_3_3",FALSE,"TACT1-1","94081",60,"hd.1.8","Male","ft42","I"
98228,"csp_6_3",TRUE,"TACT1-1","94081",41,"hd.1.6","Male","ft42","I"
98230,"csp_6_7",FALSE,"TACT1-1","94081",57,"hd.1","Female","ft41","N"
98232,"csp_7_8",FALSE,"TACT2-1","94081",83,"hd.1.1","Male","ft44","I"
98233,"csp_5_5",FALSE,"TACT1-1","94081",47,"hd.1.4","Female","ft41","N"
98234,"csp_7_7",FALSE,"TACT2-1","94081",72,"hd.2","Female","ft44","I"
98235,"csp_6_5",FALSE,"TACT1-1","94081",52,"hd.3","Male","ft31","I"
98236,"csp_8_4",TRUE,"TACT2-2","94081",23,"hd.1.6","Male","ft32","I"
98237,"csp_8_5",FALSE,"TACT2-4","94081",38,"hd.1.3","Female","ft32","I"
98239,"csp_7_5",FALSE,"TACT2-1","94081",70,"hd.1.7","Male","ft44","I"
98241,"csp_5_2",FALSE,"TACT1-1","94081",36,"hd.1.3","Female","ft32","I"
98242,"csp_3_8",FALSE,"TACT1-1","94081",55,"hd.1.3","Male","ft11","I"
98243,"csp_3_5",FALSE,"TACT1-1","94081",59,"hd.2","Male","ft42","I"
98244,"csp_4_8",FALSE,"TACT1-1","94081",47,"hd.1.4","Female","ft41","I"
98245,"csp_4_8",FALSE,"TACT1-2","94081",27,"hd.1.7","Male","ft41","I"
98248,"csp_8_5",FALSE,"TACT2-5","94081",44,"hd.1.4","Male","ft44","I"
98250,"csp_8_4",TRUE,"TACT2-2","94081",15,"hd.1","Female","ft44","I"
98254,"csp_3_8",FALSE,"TACT1-1","94081",42,"hd.1.8","Female","ft12","I"
98259,"csp_8_4",TRUE,"TACT2-2","94081",23,"hd.1.7","Female","ft20","I"
98260,"csp_4_2",FALSE,"TACT1-1","94081",63,"hd.1.7","Female","ft41","I"
98263,"csp_5_5",FALSE,"TACT1-1","94081",27,"hd.1.6","Female","ft41","I"
98266,"csp_3_1",FALSE,"TACT1-1","94081",68,"hd.1.6","Male","ft41","N"
98269,"csp_4_3",FALSE,"TACT1-2","95002",35,"hd.1.8","Female","ft42","I"
98270,"csp_4_5",FALSE,"TACT1-1","95008",48,"hd.1.7","Male","ft41","I"
98272,"csp_3_8",FALSE,"TACT1-1","95014",38,"hd.1.6","Male","ft11","I"
98273,"csp_2_2",FALSE,"TACT1-1","95014",48,"hd.1.3","Male","ft41","I"
98275,"csp_6_3",FALSE,"TACT1-1","95014",35,"hd.2","Male","ft41","I"
98276,"csp_7_7",FALSE,"TACT2-1","95014",97,"hd.1.1","Male","ft41","I"
98277,"csp_6_3",FALSE,"TACT1-1","95018",44,"hd.1.3","Male","ft31","I"
98278,"csp_7_7",FALSE,"TACT2-1","95018",92,"hd.2","Female","ft41","I"
98279,"csp_8_5",TRUE,"TACT2-2","95018",15,"hd.3","Male","ft41","I"
98283,"csp_8_4",TRUE,"TACT2-2","95018",19,"hd.1.2","Female","ft44","I"
98285,"csp_2_1",FALSE,"TACT1-1","95018",60,"hd.1.3","Male","ft41","I"
98286,"csp_7_7",FALSE,"TACT2-1","95018",65,"hd.2","Female","ft44","I"
98290,"csp_3_8",FALSE,"TACT1-1","95018",50,"hd.1.6","Male","ft41","I"
98291,"csp_7_4",FALSE,"TACT2-1","95018",67,"hd.1.6","Male","ft11","I"
98293,"csp_4_6",FALSE,"TACT1-1","95018",35,"hd.1.7","Female","ft41","I"
98295,"csp_4_7",FALSE,"TACT1-1","95018",56,"hd.1.5","Male","ft41","I"
98296,"csp_7_2",FALSE,"TACT2-1","95018",70,"hd.1.8","Male","ft31","I"
98297,"csp_7_7",FALSE,"TACT2-1","95018",73,"hd.1.3","Female","ft12","I"
98298,"csp_4_2",FALSE,"TACT1-1","95018",60,"hd.1.6","Male","ft41","I"
98299,"csp_7_4",FALSE,"TACT2-1","95018",67,"hd.1.7","Male","ft31","I"
98301,"csp_8_4",TRUE,"TACT2-2","95018",25,"hd.1.4","Female","ft41","I"
98304,"csp_3_7",FALSE,"TACT1-1","95018",45,"hd.1.6","Female","ft41","I"
98305,"csp_6_3",FALSE,"TACT1-1","95018",31,"hd.1.4","Male","ft42","I"
98308,"csp_4_7",TRUE,"TACT1-1","95018",24,"hd.1.7","Female","ft41","I"
98313,"csp_4_6",FALSE,"TACT1-1","95018",25,"hd.1.4","Male","ft20","I"
98314,"csp_3_7",FALSE,"TACT1-1","95018",52,"hd.1.6","Male","ft41","I"
98315,"csp_4_6",FALSE,"TACT1-1","95018",38,"hd.1.7","Female","ft41","I"
98318,"csp_2_2",FALSE,"TACT1-1","95018",24,"hd.1.3","Male","ft31","I"
98320,"csp_5_5",TRUE,"TACT1-1","95018",20,"hd.1.6","Male","ft41","I"
98321,"csp_3_4",FALSE,"TACT1-1","95018",41,"hd.1.8","Male","ft41","I"
98322,"csp_5_2",FALSE,"TACT1-1","95018",27,"hd.1.4","Female","ft41","I"
98323,"csp_4_5",FALSE,"TACT1-1","95018",22,"hd.1.3","Female","ft41","I"
98328,"csp_5_2",FALSE,"TACT1-1","95018",57,"hd.1.3","Female","ft12","N"
98330,"csp_8_5",FALSE,"TACT2-5","95018",54,"hd.1.5","Male","ft43","I"
98332,"csp_5_5",FALSE,"TACT1-2","95018",48,"hd.1.4","Female","ft32","I"
98333,"csp_3_7",FALSE,"TACT1-1","95018",42,"hd.1.6","Male","ft41","I"
98334,"csp_7_7",FALSE,"TACT2-1","95018",75,"hd.1.4","Female","ft12","I"
98336,"csp_7_5",FALSE,"TACT2-1","95018",73,"hd.1.4","Male","ft44","I"
