pkey,Previous_occupation_42,previous_emp_type,retirement_age
76418,"csp_5_6","ec-1-6",60
76434,"csp_6_3","ec-1-6",58
76439,"csp_4_2","ec-1-6",65
76443,"csp_5_6","ec-1-6",60
76444,"csp_6_4","ec-1-6",60
76456,"csp_5_6","ec-1-6",64
76477,"csp_5_2","ec-1-6",65
76478,"csp_5_2","ec-1-6",61
76479,"csp_4_6","ec-1-6",60
76480,"csp_4_8","ec-1-6",60
76497,"csp_6_3","ec-1-6",56
76501,"csp_6_3","ec-1-6",57
76521,"csp_6_2","ec-1-6",60
76528,"csp_4_3","ec-2-2",59
76529,"csp_1_1","ec-2-1",64
76531,"csp_2_3","ec-2-2",65
76534,"csp_3_7","ec-1-6",55
76579,"csp_4_6","ec-1-6",60
76585,"csp_4_2","ec-1-6",54
76586,"csp_5_2","ec-1-6",65
76589,"csp_5_6","ec-1-6",60
76590,"csp_5_4","ec-1-6",55
76608,"csp_4_6","ec-1-6",64
76613,"csp_3_4","ec-1-6",65
76625,"csp_4_5","ec-1-6",65
76627,"csp_5_3","ec-1-6",60
76629,"csp_3_4","ec-1-6",65
76631,"csp_5_6","ec-1-6",63
76639,"csp_2_2","ec-2-1",60
76646,"csp_5_6","ec-1-6",60
76650,"csp_4_7","ec-1-6",60
76656,"csp_5_2","ec-1-6",64
76663,"csp_5_6","ec-1-6",60
76672,"csp_2_2","ec-2-1",60
76687,"csp_5_6","ec-1-6",60
76696,"csp_6_3","ec-1-6",60
76703,"csp_5_4","ec-1-6",61
76707,"csp_5_6","ec-1-6",56
76713,"csp_5_2","ec-1-6",60
76719,"csp_4_7","ec-1-6",64
76723,"csp_5_5","ec-1-6",63
76738,"csp_5_6","ec-1-6",60
76753,"csp_6_4","ec-1-6",55
76755,"csp_6_2","ec-1-6",59
76760,"csp_6_5","ec-1-6",59
76763,"csp_4_5","ec-1-6",60
76775,"csp_6_8","ec-1-2",62
76776,"csp_6_2","ec-1-6",57
76781,"csp_4_2","ec-1-5",63
76794,"csp_5_4","ec-1-6",60
76801,"csp_5_2","ec-1-6",65
76811,"csp_6_3","ec-1-6",58
76825,"csp_6_7","ec-1-6",64
76828,"csp_4_3","ec-1-6",60
76848,"csp_5_2","ec-1-6",60
76864,"csp_1_1","ec-2-1",64
76865,"csp_6_8","ec-1-6",55
76868,"csp_2_1","ec-2-2",65
76872,"csp_1_1","ec-2-1",65
76885,"csp_5_3","ec-1-6",58
76899,"csp_5_2","ec-1-6",57
76907,"csp_5_2","ec-1-6",60
76908,"csp_5_6","ec-1-6",60
76911,"csp_4_8","ec-1-6",60
76915,"csp_3_4","ec-1-5",60
76933,"csp_4_2","ec-1-6",54
76951,"csp_3_1","ec-2-2",60
76963,"csp_5_4","ec-1-6",60
76970,"csp_4_5","ec-1-6",60
76976,"csp_3_1","ec-2-1",60
77021,"csp_4_6","ec-1-6",60
77026,"csp_5_6","ec-1-6",65
77043,"csp_5_6","ec-1-6",60
77068,"csp_6_5","ec-1-6",60
77077,"csp_2_2","ec-2-1",60
77098,"csp_5_6","ec-1-6",60
77109,"csp_5_2","ec-1-6",60
77111,"csp_4_8","ec-1-6",58
77126,"csp_6_4","ec-1-6",61
77166,"csp_6_7","ec-1-6",60
77168,"csp_4_6","ec-1-6",60
77174,"csp_6_8","ec-1-6",65
77187,"csp_5_6","ec-1-6",60
77203,"csp_6_7","ec-1-6",56
77215,"csp_6_2","ec-1-6",61
77219,"csp_6_4","ec-1-6",60
77221,"csp_5_2","ec-1-6",55
77222,"csp_5_2","ec-1-6",60
77224,"csp_4_3","ec-2-2",60
77225,"csp_3_8","ec-1-6",60
77227,"csp_4_8","ec-1-6",65
77230,"csp_3_3","ec-1-6",60
77242,"csp_5_6","ec-1-6",60
77267,"csp_6_2","ec-1-6",60
77269,"csp_2_2","ec-2-2",54
77275,"csp_5_6","ec-1-6",65
77276,"csp_6_2","ec-1-6",60
77279,"csp_6_8","ec-1-6",65
77281,"csp_6_3","ec-1-6",61
77284,"csp_3_7","ec-1-6",61
77291,"csp_6_2","ec-1-6",60
77304,"csp_5_2","ec-1-6",63
77319,"csp_4_6","ec-1-6",65
77361,"csp_3_7","ec-1-6",64
77380,"csp_4_2","ec-1-6",63
77389,"csp_4_8","ec-1-6",60
77408,"csp_6_8","ec-1-6",57
77412,"csp_4_6","ec-1-6",60
77416,"csp_2_2","ec-2-2",58
77424,"csp_5_2","ec-1-6",60
77425,"csp_5_6","ec-1-5",60
77426,"csp_4_6","ec-1-6",55
77439,"csp_5_6","ec-1-6",63
77466,"csp_5_2","ec-1-6",65
77468,"csp_4_6","ec-1-6",62
77471,"csp_4_5","ec-1-6",60
77486,"csp_2_3","ec-2-2",65
77503,"csp_2_2","ec-2-1",59
77513,"csp_5_4","ec-1-6",60
77514,"csp_5_2","ec-1-6",60
77519,"csp_3_7","ec-1-6",62
77521,"csp_6_7","ec-1-2",60
77527,"csp_5_2","ec-1-6",65
77536,"csp_4_5","ec-1-6",60
77543,"csp_5_4","ec-1-6",55
77546,"csp_3_1","ec-2-1",60
77547,"csp_5_4","ec-1-6",60
77561,"csp_3_4","ec-1-6",50
77563,"csp_4_6","ec-1-6",58
77565,"csp_3_8","ec-1-6",60
77585,"csp_5_2","ec-1-6",60
77592,"csp_6_7","ec-1-6",60
77594,"csp_4_8","ec-1-6",58
77601,"csp_4_3","ec-2-1",60
77603,"csp_1_3","ec-2-2",60
77607,"csp_5_4","ec-1-2",63
77618,"csp_5_4","ec-1-6",60
77644,"csp_4_8","ec-1-6",60
77660,"csp_4_6","ec-1-6",60
77661,"csp_5_4","ec-1-6",60
77675,"csp_2_2","ec-2-1",59
77692,"csp_1_3","ec-2-1",59
77698,"csp_3_4","ec-1-6",58
77704,"csp_5_5","ec-1-6",65
77711,"csp_5_4","ec-1-6",64
77721,"csp_6_9","ec-1-6",65
77723,"csp_6_2","ec-1-6",56
77740,"csp_3_3","ec-1-6",60
77747,"csp_5_2","ec-1-6",60
77758,"csp_4_3","ec-2-2",65
77773,"csp_2_2","ec-2-2",60
77804,"csp_5_2","ec-1-6",60
77808,"csp_3_1","ec-2-1",58
77815,"csp_2_2","ec-2-1",60
77816,"csp_3_1","ec-2-2",64
77823,"csp_2_1","ec-2-2",57
77829,"csp_5_2","ec-1-6",60
77830,"csp_6_7","ec-1-6",65
77854,"csp_6_4","ec-1-6",60
77879,"csp_4_5","ec-1-6",60
77886,"csp_5_2","ec-1-6",61
77913,"csp_5_5","ec-1-6",65
77921,"csp_3_8","ec-1-6",57
77927,"csp_5_4","ec-1-6",60
77960,"csp_5_5","ec-1-6",60
77972,"csp_5_4","ec-1-6",62
77976,"csp_5_2","ec-1-6",63
77979,"csp_5_6","ec-1-6",60
77984,"csp_6_2","ec-1-6",60
77999,"csp_2_3","ec-2-2",57
78002,"csp_3_1","ec-2-1",58
78013,"csp_5_2","ec-1-6",60
78014,"csp_3_8","ec-1-6",60
78018,"csp_5_6","ec-1-6",60
78027,"csp_6_8","ec-1-6",60
78033,"csp_6_2","ec-1-6",64
78034,"csp_5_3","ec-1-6",63
78052,"csp_6_4","ec-1-6",62
78061,"csp_2_1","ec-2-2",65
78065,"csp_5_2","ec-1-6",60
78109,"csp_5_4","ec-1-6",60
78119,"csp_6_3","ec-1-6",60
78136,"csp_4_3","ec-1-6",60
78137,"csp_6_4","ec-1-6",60
78140,"csp_5_2","ec-1-5",65
78145,"csp_4_7","ec-1-6",60
78165,"csp_5_4","ec-1-6",64
78172,"csp_5_6","ec-1-5",60
78174,"csp_4_7","ec-1-6",64
78184,"csp_2_2","ec-2-1",65
78192,"csp_4_6","ec-1-6",66
78214,"csp_5_5","ec-1-6",57
78218,"csp_3_7","ec-1-6",60
78222,"csp_5_6","ec-1-6",60
78237,"csp_5_2","ec-1-6",57
78241,"csp_6_4","ec-1-6",60
78264,"csp_2_2","ec-2-1",64
78269,"csp_5_4","ec-1-6",65
78278,"csp_5_6","ec-1-6",60
78291,"csp_6_7","ec-1-6",54
78300,"csp_4_6","ec-1-6",57
78304,"csp_4_5","ec-1-6",59
78314,"csp_5_2","ec-1-6",65
78318,"csp_4_3","ec-1-6",58
78325,"csp_4_2","ec-2-1",58
78326,"csp_6_7","ec-1-6",65
78367,"csp_4_3","ec-1-6",58
78402,"csp_5_2","ec-1-6",60
78407,"csp_5_6","ec-1-5",60
78408,"csp_3_1","ec-2-1",65
78419,"csp_4_3","ec-1-6",58
78426,"csp_5_2","ec-1-6",60
78445,"csp_5_4","ec-1-6",65
78452,"csp_3_8","ec-1-6",64
78455,"csp_4_2","ec-1-6",60
78471,"csp_3_7","ec-1-6",51
78477,"csp_4_2","ec-1-5",57
78480,"csp_4_5","ec-1-6",62
78483,"csp_6_7","ec-1-6",60
78485,"csp_5_2","ec-1-6",66
78491,"csp_4_3","ec-2-1",60
78494,"csp_4_6","ec-1-6",60
78499,"csp_5_2","ec-1-6",60
78505,"csp_6_8","ec-1-6",60
78509,"csp_5_6","ec-1-6",58
78513,"csp_6_2","ec-1-6",65
78530,"csp_5_2","ec-1-6",60
78558,"csp_5_2","ec-1-6",65
78574,"csp_3_3","ec-1-6",60
78582,"csp_2_2","ec-2-2",60
78584,"csp_6_7","ec-1-2",63
78588,"csp_5_5","ec-1-6",60
78591,"csp_6_3","ec-1-6",70
78594,"csp_4_3","ec-1-6",60
78605,"csp_3_4","ec-1-6",60
78618,"csp_4_3","ec-1-6",60
78626,"csp_4_7","ec-1-6",57
78630,"csp_2_1","ec-2-1",60
78632,"csp_3_8","ec-1-6",67
78633,"csp_6_7","ec-1-6",59
78648,"csp_1_1","ec-2-1",60
78659,"csp_6_3","ec-1-6",60
78668,"csp_5_6","ec-1-6",60
78671,"csp_3_5","ec-1-6",60
78672,"csp_3_1","ec-2-2",60
78679,"csp_2_1","ec-2-2",60
78726,"csp_4_5","ec-1-6",60
78745,"csp_3_7","ec-1-6",60
78749,"csp_6_2","ec-1-6",57
78752,"csp_6_8","ec-1-6",60
78763,"csp_3_8","ec-1-6",58
78769,"csp_1_1","ec-2-1",65
78772,"csp_5_6","ec-1-6",61
78783,"csp_4_3","ec-1-6",60
78784,"csp_4_3","ec-2-1",60
78792,"csp_6_8","ec-1-6",65
78807,"csp_6_2","ec-1-6",60
78808,"csp_4_3","ec-1-6",60
78817,"csp_3_8","ec-1-6",60
78827,"csp_5_2","ec-1-6",62
78844,"csp_3_1","ec-2-2",60
78845,"csp_4_3","ec-2-1",63
78847,"csp_4_7","ec-1-6",60
78858,"csp_5_6","ec-1-6",60
78860,"csp_4_6","ec-1-6",60
78882,"csp_5_4","ec-1-6",61
78893,"csp_6_2","ec-1-6",63
78896,"csp_5_4","ec-1-6",58
78901,"csp_5_2","ec-1-6",60
78912,"csp_3_4","ec-1-6",64
78916,"csp_4_6","ec-1-6",65
78938,"csp_4_8","ec-1-6",60
78942,"csp_3_1","ec-2-2",60
78954,"csp_5_2","ec-1-6",60
78958,"csp_5_2","ec-1-6",65
78963,"csp_4_7","ec-1-6",60
78964,"csp_4_3","ec-1-6",61
78984,"csp_5_4","ec-1-6",60
78986,"csp_6_7","ec-1-6",60
78992,"csp_4_7","ec-1-6",63
78995,"csp_5_2","ec-1-6",60
78999,"csp_6_7","ec-1-6",63
79016,"csp_5_4","ec-1-6",65
79017,"csp_3_1","ec-2-1",60
79018,"csp_5_6","ec-1-6",60
79026,"csp_4_3","ec-1-6",65
79032,"csp_4_7","ec-1-6",60
79033,"csp_5_2","ec-1-6",60
79034,"csp_3_7","ec-1-6",65
79035,"csp_5_5","ec-1-6",64
79088,"csp_5_3","ec-1-6",60
79119,"csp_3_4","ec-1-6",60
79148,"csp_6_2","ec-1-6",60
79157,"csp_4_5","ec-1-6",60
79167,"csp_3_8","ec-1-6",60
79182,"csp_4_7","ec-1-6",64
79193,"csp_4_6","ec-1-6",54
79194,"csp_4_2","ec-2-1",58
79195,"csp_5_4","ec-1-6",60
79196,"csp_4_6","ec-1-6",65
79207,"csp_5_6","ec-1-6",60
79230,"csp_4_2","ec-1-6",65
79256,"csp_5_6","ec-1-6",60
79257,"csp_5_3","ec-1-6",60
79266,"csp_6_8","ec-1-5",65
79269,"csp_6_8","ec-1-6",65
79273,"csp_4_7","ec-1-6",58
79280,"csp_4_3","ec-1-6",60
79285,"csp_5_4","ec-1-6",60
79288,"csp_6_2","ec-1-6",60
79302,"csp_3_8","ec-1-6",60
79304,"csp_5_5","ec-1-6",60
79307,"csp_3_7","ec-1-6",57
79308,"csp_4_3","ec-1-6",60
79328,"csp_5_2","ec-1-6",60
79330,"csp_3_8","ec-1-6",60
79332,"csp_4_6","ec-1-6",60
79408,"csp_4_3","ec-1-6",57
79412,"csp_5_4","ec-1-6",60
79420,"csp_5_6","ec-1-6",63
79422,"csp_5_4","ec-1-6",60
79426,"csp_5_4","ec-1-6",64
79441,"csp_6_3","ec-1-6",58
79468,"csp_6_7","ec-1-6",60
79470,"csp_5_2","ec-1-6",60
79476,"csp_5_2","ec-1-6",60
79480,"csp_4_2","ec-1-6",65
79492,"csp_5_4","ec-1-6",60
79511,"csp_4_6","ec-1-6",60
79548,"csp_3_8","ec-1-6",60
79549,"csp_4_3","ec-1-6",60
79555,"csp_5_5","ec-1-6",60
79568,"csp_3_8","ec-1-6",60
79581,"csp_5_6","ec-1-6",65
79610,"csp_4_6","ec-1-6",60
79618,"csp_5_2","ec-1-6",65
79639,"csp_5_4","ec-1-6",61
79642,"csp_4_6","ec-1-6",59
79647,"csp_4_3","ec-1-6",65
79649,"csp_3_8","ec-1-6",60
79654,"csp_5_2","ec-1-6",55
79662,"csp_5_6","ec-1-6",64
79669,"csp_3_7","ec-1-6",60
79682,"csp_4_7","ec-1-6",59
79695,"csp_4_5","ec-1-6",58
79701,"csp_6_7","ec-1-6",60
79708,"csp_4_6","ec-1-6",60
79721,"csp_5_2","ec-1-6",60
79725,"csp_4_2","ec-1-6",60
79726,"csp_5_4","ec-1-6",60
79731,"csp_4_3","ec-1-6",60
79750,"csp_4_6","ec-1-6",65
79760,"csp_3_4","ec-1-6",60
79790,"csp_5_5","ec-1-6",58
79798,"csp_6_3","ec-1-6",61
79801,"csp_3_7","ec-1-6",65
79849,"csp_2_1","ec-2-2",60
79869,"csp_5_6","ec-1-6",60
79898,"csp_4_3","ec-1-6",63
79904,"csp_5_2","ec-1-6",61
79908,"csp_3_3","ec-1-6",60
79915,"csp_4_3","ec-2-1",65
79925,"csp_5_4","ec-1-6",60
79935,"csp_5_2","ec-1-6",63
79941,"csp_4_6","ec-1-6",56
79947,"csp_2_2","ec-2-1",63
79949,"csp_4_5","ec-1-6",60
79954,"csp_2_2","ec-2-2",60
79955,"csp_4_6","ec-1-6",59
79965,"csp_5_2","ec-1-6",61
79967,"csp_5_6","ec-1-6",65
79986,"csp_5_4","ec-1-6",60
79992,"csp_5_2","ec-1-6",59
79993,"csp_2_1","ec-2-1",63
80032,"csp_3_1","ec-2-2",60
80047,"csp_3_7","ec-1-6",60
80075,"csp_6_4","ec-1-6",60
80079,"csp_4_3","ec-1-6",59
80086,"csp_6_8","ec-1-6",64
80094,"csp_6_2","ec-1-6",60
80115,"csp_3_7","ec-1-6",59
80117,"csp_5_4","ec-1-6",60
80126,"csp_5_4","ec-1-6",60
80131,"csp_5_6","ec-1-6",65
80135,"csp_3_1","ec-2-2",60
80147,"csp_6_9","ec-1-6",65
80149,"csp_4_5","ec-1-6",60
80162,"csp_3_7","ec-1-6",60
80199,"csp_5_6","ec-1-5",63
80214,"csp_3_7","ec-1-6",60
80215,"csp_2_3","ec-2-2",65
80224,"csp_6_8","ec-1-6",65
80235,"csp_3_1","ec-2-1",60
80242,"csp_6_8","ec-1-5",60
80250,"csp_6_9","ec-1-3",61
80251,"csp_5_5","ec-1-6",60
80254,"csp_4_5","ec-1-6",60
80260,"csp_4_7","ec-1-6",60
80271,"csp_6_4","ec-1-6",57
80275,"csp_3_4","ec-1-6",65
80279,"csp_4_6","ec-1-6",60
80301,"csp_5_4","ec-1-5",60
80303,"csp_5_2","ec-1-6",65
80324,"csp_6_9","ec-1-6",64
80330,"csp_3_7","ec-1-6",60
80343,"csp_6_8","ec-1-6",64
80365,"csp_5_4","ec-1-6",60
80368,"csp_3_8","ec-1-6",60
80370,"csp_5_2","ec-1-6",60
80381,"csp_5_2","ec-1-6",60
80385,"csp_4_3","ec-1-6",65
80397,"csp_4_6","ec-1-6",65
80419,"csp_4_6","ec-1-6",65
80421,"csp_4_2","ec-1-6",65
80424,"csp_5_5","ec-1-6",60
80430,"csp_3_7","ec-1-6",60
80438,"csp_5_2","ec-1-5",60
80440,"csp_5_6","ec-1-6",56
80444,"csp_3_3","ec-1-6",65
80466,"csp_4_6","ec-1-6",60
80473,"csp_5_2","ec-1-5",64
80483,"csp_4_3","ec-1-6",60
80498,"csp_3_1","ec-2-2",61
80502,"csp_6_7","ec-1-6",60
80509,"csp_5_6","ec-1-6",60
80510,"csp_5_6","ec-1-6",65
80515,"csp_4_3","ec-1-6",62
80520,"csp_6_7","ec-1-6",51
80522,"csp_5_2","ec-1-6",56
80524,"csp_4_6","ec-1-6",60
80526,"csp_4_6","ec-1-6",60
80543,"csp_4_6","ec-1-6",63
80560,"csp_5_6","ec-1-6",60
80561,"csp_4_6","ec-1-6",67
80581,"csp_4_6","ec-1-6",60
80598,"csp_5_2","ec-1-6",55
80622,"csp_5_6","ec-1-5",60
80630,"csp_4_6","ec-1-6",65
80631,"csp_4_6","ec-1-6",60
80641,"csp_5_4","ec-1-6",60
80653,"csp_4_5","ec-1-6",60
80669,"csp_2_2","ec-2-2",58
80670,"csp_4_3","ec-1-6",60
80671,"csp_5_5","ec-1-6",60
80685,"csp_6_7","ec-1-6",60
80687,"csp_6_9","ec-1-6",60
80693,"csp_3_7","ec-1-6",65
80701,"csp_4_3","ec-2-1",60
80703,"csp_2_3","ec-2-2",62
80705,"csp_1_1","ec-2-1",65
80711,"csp_1_3","ec-2-2",59
80722,"csp_6_9","ec-1-6",56
80726,"csp_4_6","ec-1-6",65
80733,"csp_3_3","ec-1-6",62
80736,"csp_6_3","ec-1-6",64
80748,"csp_6_2","ec-1-6",60
80750,"csp_6_4","ec-1-6",60
80751,"csp_1_1","ec-2-1",55
80753,"csp_1_3","ec-2-2",60
80760,"csp_4_6","ec-1-6",60
80763,"csp_4_6","ec-1-6",63
80768,"csp_4_6","ec-1-6",60
80770,"csp_3_5","ec-2-1",60
80774,"csp_2_1","ec-2-1",60
80778,"csp_6_5","ec-1-6",60
80782,"csp_4_6","ec-1-6",60
80798,"csp_4_8","ec-1-6",64
80800,"csp_2_2","ec-2-1",63
80804,"csp_4_3","ec-2-1",60
80806,"csp_5_2","ec-1-6",60
80820,"csp_4_3","ec-1-6",65
80824,"csp_6_3","ec-1-6",63
80836,"csp_4_2","ec-1-6",64
80843,"csp_5_6","ec-1-6",60
80863,"csp_1_3","ec-2-2",60
80865,"csp_5_5","ec-1-6",60
80866,"csp_4_3","ec-1-6",61
80871,"csp_5_3","ec-1-6",65
80876,"csp_4_3","ec-2-1",60
80890,"csp_6_5","ec-1-6",56
80892,"csp_3_7","ec-1-6",65
80895,"csp_3_1","ec-2-1",65
80896,"csp_4_5","ec-1-6",60
80898,"csp_3_1","ec-2-1",60
80899,"csp_5_3","ec-1-6",56
80902,"csp_5_4","ec-1-6",60
80909,"csp_3_7","ec-1-6",65
80918,"csp_4_6","ec-1-6",65
80922,"csp_6_4","ec-1-5",60
80932,"csp_4_6","ec-1-5",65
80933,"csp_3_7","ec-1-6",60
80943,"csp_6_2","ec-1-6",60
80945,"csp_5_6","ec-1-6",53
80953,"csp_6_7","ec-1-6",55
80960,"csp_5_4","ec-1-6",65
80963,"csp_4_2","ec-1-6",62
80965,"csp_2_1","ec-2-2",65
80969,"csp_5_4","ec-1-6",59
80974,"csp_4_2","ec-1-6",63
80975,"csp_1_1","ec-2-1",60
80976,"csp_6_8","ec-1-6",58
80977,"csp_5_2","ec-1-6",60
80979,"csp_2_1","ec-2-2",61
80985,"csp_1_1","ec-2-1",54
80988,"csp_1_3","ec-2-2",65
80990,"csp_1_1","ec-2-1",60
81005,"csp_3_7","ec-1-6",60
81037,"csp_5_5","ec-1-6",60
81038,"csp_4_6","ec-1-6",61
81043,"csp_4_3","ec-1-6",58
81045,"csp_5_5","ec-1-5",60
81065,"csp_4_8","ec-1-6",60
81068,"csp_1_1","ec-2-1",60
81069,"csp_1_1","ec-2-1",60
81079,"csp_2_1","ec-2-1",60
81085,"csp_2_1","ec-2-2",62
81091,"csp_4_3","ec-1-6",60
81096,"csp_5_2","ec-1-6",60
81100,"csp_6_7","ec-1-6",60
81121,"csp_1_1","ec-2-1",62
81124,"csp_5_2","ec-1-5",38
81126,"csp_4_6","ec-1-6",62
81128,"csp_4_7","ec-1-6",65
81142,"csp_1_1","ec-2-1",60
81157,"csp_4_3","ec-1-6",60
81163,"csp_4_5","ec-1-6",59
81165,"csp_2_3","ec-2-2",60
81166,"csp_4_3","ec-1-6",60
81171,"csp_4_3","ec-1-5",60
81172,"csp_4_3","ec-1-6",60
81185,"csp_6_3","ec-1-6",60
81191,"csp_4_2","ec-1-6",65
81201,"csp_4_6","ec-1-6",60
81203,"csp_1_1","ec-2-1",60
81218,"csp_6_2","ec-1-6",65
81234,"csp_1_1","ec-2-1",58
81235,"csp_3_1","ec-2-2",60
81240,"csp_6_8","ec-1-6",60
81249,"csp_5_2","ec-1-6",60
81250,"csp_6_5","ec-1-6",60
81261,"csp_4_6","ec-1-6",60
81276,"csp_5_2","ec-1-6",60
81277,"csp_5_4","ec-1-6",65
81283,"csp_6_3","ec-1-6",60
81299,"csp_5_6","ec-1-6",60
81301,"csp_6_8","ec-1-2",62
81317,"csp_6_2","ec-1-6",59
81319,"csp_5_2","ec-1-6",60
81325,"csp_1_1","ec-2-1",60
81342,"csp_5_4","ec-1-6",58
81347,"csp_6_2","ec-1-6",60
81354,"csp_6_4","ec-1-6",65
81357,"csp_6_4","ec-1-6",65
81363,"csp_6_8","ec-1-6",60
81369,"csp_6_5","ec-1-6",64
81371,"csp_4_6","ec-1-6",60
81384,"csp_6_4","ec-1-6",63
81396,"csp_5_6","ec-1-6",65
81399,"csp_6_7","ec-1-6",58
81409,"csp_6_4","ec-1-6",60
81416,"csp_6_7","ec-1-2",61
81420,"csp_6_2","ec-1-6",63
81425,"csp_6_7","ec-1-6",58
81433,"csp_1_1","ec-2-1",62
81435,"csp_5_2","ec-1-6",60
81445,"csp_4_2","ec-1-6",60
81455,"csp_5_2","ec-1-6",59
81471,"csp_6_4","ec-1-6",62
81477,"csp_5_6","ec-1-6",60
81480,"csp_4_5","ec-1-6",60
81481,"csp_4_6","ec-1-6",59
81482,"csp_5_5","ec-1-6",63
81488,"csp_5_4","ec-1-6",60
81497,"csp_6_4","ec-1-6",61
81507,"csp_5_2","ec-1-6",56
81516,"csp_5_4","ec-1-6",64
81530,"csp_5_2","ec-1-6",60
81538,"csp_4_2","ec-2-1",60
81548,"csp_2_2","ec-2-1",65
81552,"csp_5_6","ec-1-6",55
81558,"csp_4_8","ec-1-6",60
81567,"csp_6_9","ec-1-5",61
81573,"csp_6_8","ec-1-6",60
81576,"csp_6_3","ec-1-6",60
81579,"csp_5_2","ec-1-6",65
81590,"csp_6_7","ec-1-6",54
81597,"csp_2_2","ec-2-1",60
81606,"csp_5_2","ec-1-6",57
81607,"csp_5_2","ec-1-6",60
81612,"csp_3_8","ec-1-6",57
81616,"csp_5_2","ec-1-6",60
81620,"csp_4_3","ec-1-6",60
81622,"csp_6_8","ec-1-6",61
81630,"csp_6_5","ec-1-6",63
81640,"csp_2_2","ec-2-2",60
81650,"csp_6_8","ec-1-6",60
81653,"csp_2_2","ec-2-1",60
81667,"csp_2_1","ec-2-1",60
81681,"csp_3_7","ec-1-6",60
81682,"csp_2_2","ec-2-2",57
81688,"csp_6_8","ec-1-6",65
81694,"csp_6_2","ec-1-6",63
81712,"csp_2_1","ec-2-1",60
81746,"csp_5_4","ec-1-6",60
81751,"csp_5_4","ec-1-6",60
81753,"csp_5_4","ec-1-6",59
81775,"csp_5_5","ec-1-6",60
81783,"csp_4_2","ec-1-6",60
81795,"csp_5_2","ec-1-6",65
81808,"csp_6_9","ec-1-6",58
81818,"csp_5_2","ec-1-6",65
81844,"csp_5_2","ec-1-6",66
81853,"csp_6_8","ec-1-6",60
81860,"csp_5_2","ec-1-5",60
81861,"csp_6_2","ec-1-6",60
81876,"csp_2_2","ec-2-1",60
81877,"csp_1_3","ec-2-2",59
81880,"csp_4_3","ec-1-5",60
81881,"csp_5_4","ec-1-6",64
81906,"csp_5_2","ec-1-6",65
81919,"csp_6_2","ec-1-6",60
81922,"csp_6_7","ec-1-6",60
81929,"csp_4_6","ec-1-6",65
81934,"csp_5_6","ec-1-6",58
81943,"csp_5_2","ec-1-6",60
81947,"csp_4_6","ec-1-6",60
81948,"csp_5_2","ec-1-6",65
81955,"csp_6_8","ec-1-6",60
81967,"csp_5_2","ec-1-2",60
81982,"csp_4_3","ec-1-6",60
81991,"csp_5_3","ec-1-6",60
82002,"csp_6_3","ec-1-6",60
82007,"csp_5_4","ec-1-6",60
82013,"csp_5_6","ec-1-6",59
82016,"csp_6_9","ec-1-6",60
82029,"csp_3_4","ec-1-6",58
82034,"csp_6_9","ec-1-6",65
82042,"csp_3_7","ec-1-6",60
82045,"csp_4_8","ec-1-6",60
82067,"csp_5_5","ec-1-6",60
82068,"csp_5_2","ec-1-6",60
82072,"csp_1_3","ec-2-2",60
82086,"csp_3_7","ec-1-6",60
82094,"csp_4_7","ec-2-2",60
82106,"csp_4_3","ec-1-6",52
82109,"csp_4_3","ec-1-6",62
82115,"csp_5_2","ec-1-6",60
82116,"csp_4_3","ec-1-6",60
82127,"csp_6_3","ec-1-6",55
82131,"csp_2_2","ec-2-2",60
82133,"csp_2_1","ec-2-1",60
82134,"csp_5_6","ec-1-6",58
82144,"csp_1_1","ec-2-2",60
82155,"csp_5_2","ec-1-6",65
82166,"csp_5_2","ec-1-6",65
82167,"csp_5_2","ec-1-6",60
82169,"csp_1_1","ec-2-1",62
82176,"csp_2_1","ec-2-2",60
82177,"csp_5_6","ec-1-6",60
82178,"csp_1_1","ec-2-1",65
82179,"csp_5_4","ec-1-6",60
82180,"csp_5_2","ec-1-6",63
82181,"csp_3_7","ec-1-6",57
82188,"csp_3_1","ec-2-1",62
82189,"csp_5_2","ec-1-5",60
82192,"csp_6_4","ec-1-5",61
82195,"csp_6_7","ec-1-6",60
82200,"csp_5_5","ec-1-6",60
82204,"csp_6_2","ec-1-6",60
82211,"csp_4_2","ec-1-6",65
82212,"csp_5_2","ec-1-6",60
82214,"csp_2_2","ec-2-2",52
82226,"csp_4_3","ec-1-6",60
82227,"csp_5_6","ec-1-6",65
82234,"csp_4_2","ec-1-6",60
82240,"csp_6_2","ec-1-6",60
82252,"csp_3_8","ec-1-6",59
82256,"csp_5_2","ec-1-6",59
82261,"csp_4_7","ec-1-6",60
82264,"csp_4_6","ec-1-6",58
82265,"csp_6_8","ec-1-5",60
82272,"csp_4_2","ec-1-6",65
82278,"csp_1_1","ec-2-1",60
82284,"csp_1_1","ec-2-2",60
82301,"csp_6_3","ec-1-6",58
82306,"csp_1_1","ec-2-1",59
82309,"csp_3_7","ec-1-6",60
82312,"csp_4_3","ec-1-6",60
82333,"csp_5_3","ec-1-6",57
82340,"csp_1_1","ec-2-1",65
82350,"csp_4_8","ec-1-6",59
82351,"csp_4_2","ec-1-6",60
82352,"csp_6_4","ec-1-6",65
82362,"csp_5_4","ec-1-6",59
82367,"csp_5_5","ec-1-6",65
82373,"csp_5_2","ec-1-6",56
82379,"csp_5_6","ec-1-6",54
82384,"csp_4_7","ec-1-6",60
