pkey,SPORTS
57312,"CLUB111"
57314,"CLUB111"
57321,"CLUB113"
57324,"CLUB405"
57390,"CLUB132"
57407,"CLUB105"
57413,"CLUB218"
57418,"CLUB111"
57423,"CLUB124"
57435,"CLUB407"
57444,"CLUB111"
57447,"CLUB111"
57454,"CLUB135"
57480,"CLUB111"
57504,"CLUB413"
57505,"CLUB117"
57507,"CLUB117"
57519,"CLUB403"
57537,"CLUB413"
57546,"CLUB133"
57627,"CLUB111"
57630,"CLUB221"
57644,"CLUB107"
57698,"CLUB245"
57702,"CLUB233"
57720,"CLUB405"
57732,"CLUB403"
57765,"CLUB602"
57776,"CLUB401"
57797,"CLUB111"
57826,"CLUB123"
57832,"CLUB111"
57862,"CLUB111"
57870,"CLUB123"
57874,"CLUB413"
57879,"CLUB403"
57885,"CLUB109"
57891,"CLUB135"
57895,"CLUB413"
57903,"CLUB404"
57907,"CLUB119"
57921,"CLUB602"
57939,"CLUB413"
57941,"CLUB105"
57942,"CLUB212"
57956,"CLUB105"
57976,"CLUB111"
58004,"CLUB105"
58013,"CLUB420"
58031,"CLUB101"
58057,"CLUB125"
58062,"CLUB413"
58085,"CLUB133"
58094,"CLUB126"
58104,"CLUB413"
58138,"CLUB413"
58141,"CLUB111"
58145,"CLUB119"
58148,"CLUB112"
58177,"CLUB128"
58188,"CLUB413"
58200,"CLUB413"
58215,"CLUB109"
58275,"CLUB109"
58284,"CLUB401"
58287,"CLUB111"
58296,"CLUB118"
58300,"CLUB413"
58304,"CLUB106"
58315,"CLUB111"
58317,"CLUB117"
58325,"CLUB111"
58339,"CLUB122"
58354,"CLUB211"
58358,"CLUB242"
58371,"CLUB127"
58372,"CLUB602"
58436,"CLUB402"
58437,"CLUB242"
58445,"CLUB121"
58448,"CLUB413"
58453,"CLUB219"
58501,"CLUB134"
58507,"CLUB133"
58522,"CLUB604"
58532,"CLUB123"
58534,"CLUB109"
58543,"CLUB413"
58586,"CLUB206"
58597,"CLUB111"
58619,"CLUB121"
58634,"CLUB242"
58638,"CLUB604"
58654,"CLUB133"
58658,"CLUB101"
58663,"CLUB123"
58668,"CLUB413"
58669,"CLUB103"
58674,"CLUB413"
58681,"CLUB212"
58683,"CLUB413"
58728,"CLUB211"
58729,"CLUB202"
58747,"CLUB109"
58754,"CLUB604"
58764,"CLUB105"
58772,"CLUB111"
58793,"CLUB413"
58826,"CLUB202"
58837,"CLUB242"
58848,"CLUB111"
58867,"CLUB101"
58869,"CLUB402"
58887,"CLUB133"
58888,"CLUB249"
58896,"CLUB221"
58915,"CLUB111"
58917,"CLUB249"
58923,"CLUB117"
58929,"CLUB123"
58938,"CLUB123"
58939,"CLUB132"
58966,"CLUB103"
58969,"CLUB213"
58977,"CLUB209"
59004,"CLUB241"
59012,"CLUB132"
59016,"CLUB105"
59055,"CLUB410"
59068,"CLUB410"
59071,"CLUB410"
59090,"CLUB133"
59101,"CLUB115"
59105,"CLUB111"
59119,"CLUB242"
59123,"CLUB111"
59136,"CLUB249"
59147,"CLUB218"
59149,"CLUB133"
59164,"CLUB604"
59175,"CLUB111"
59185,"CLUB132"
59198,"CLUB123"
59204,"CLUB105"
59205,"CLUB123"
59206,"CLUB133"
59214,"CLUB402"
59268,"CLUB102"
59278,"CLUB402"
59283,"CLUB109"
59288,"CLUB109"
59298,"CLUB503"
59299,"CLUB125"
59309,"CLUB413"
59318,"CLUB101"
59320,"CLUB125"
59363,"CLUB133"
59385,"CLUB241"
59412,"CLUB218"
59413,"CLUB119"
59426,"CLUB133"
59452,"CLUB213"
59466,"CLUB241"
59467,"CLUB605"
59509,"CLUB113"
59512,"CLUB101"
59529,"CLUB413"
59542,"CLUB133"
59547,"CLUB111"
59550,"CLUB413"
59561,"CLUB133"
59567,"CLUB604"
59569,"CLUB111"
59588,"CLUB413"
59596,"CLUB111"
59598,"CLUB111"
59632,"CLUB105"
59674,"CLUB413"
59705,"CLUB401"
59718,"CLUB242"
59726,"CLUB119"
59727,"CLUB135"
59744,"CLUB133"
59754,"CLUB133"
59789,"CLUB123"
59793,"CLUB218"
59817,"CLUB133"
59833,"CLUB117"
59841,"CLUB109"
59857,"CLUB413"
59858,"CLUB133"
59865,"CLUB127"
59873,"CLUB413"
59888,"CLUB245"
59889,"CLUB222"
59895,"CLUB102"
59904,"CLUB123"
59934,"CLUB129"
59951,"CLUB106"
59953,"CLUB109"
59955,"CLUB109"
59983,"CLUB242"
59984,"CLUB245"
60006,"CLUB108"
60009,"CLUB242"
60010,"CLUB243"
60012,"CLUB602"
60047,"CLUB402"
60103,"CLUB133"
60115,"CLUB413"
60128,"CLUB123"
60135,"CLUB134"
60152,"CLUB601"
60153,"CLUB133"
60184,"CLUB204"
60220,"CLUB123"
60225,"CLUB125"
60226,"CLUB604"
60229,"CLUB109"
60260,"CLUB242"
60269,"CLUB503"
60368,"CLUB103"
60371,"CLUB109"
60373,"CLUB407"
60376,"CLUB245"
60385,"CLUB128"
60395,"CLUB132"
60403,"CLUB402"
60407,"CLUB101"
60413,"CLUB407"
60430,"CLUB133"
60431,"CLUB248"
60465,"CLUB605"
60475,"CLUB402"
60476,"CLUB135"
60479,"CLUB101"
60480,"CLUB242"
60514,"CLUB245"
60518,"CLUB121"
60529,"CLUB103"
60541,"CLUB242"
60543,"CLUB420"
60560,"CLUB109"
60569,"CLUB242"
60579,"CLUB604"
60580,"CLUB503"
60659,"CLUB125"
60661,"CLUB132"
60667,"CLUB125"
60673,"CLUB413"
60692,"CLUB119"
60693,"CLUB402"
60700,"CLUB402"
60718,"CLUB245"
60761,"CLUB132"
60765,"CLUB242"
60772,"CLUB413"
60821,"CLUB401"
60866,"CLUB402"
60869,"CLUB123"
60870,"CLUB111"
60878,"CLUB604"
60889,"CLUB219"
60900,"CLUB133"
60901,"CLUB245"
60903,"CLUB402"
60909,"CLUB123"
60937,"CLUB109"
60938,"CLUB245"
60948,"CLUB111"
61009,"CLUB220"
61043,"CLUB117"
61110,"CLUB222"
61179,"CLUB111"
61192,"CLUB420"
61212,"CLUB111"
61248,"CLUB113"
61319,"CLUB415"
61323,"CLUB420"
61339,"CLUB242"
61341,"CLUB111"
61360,"CLUB111"
61364,"CLUB105"
61375,"CLUB242"
61391,"CLUB602"
61424,"CLUB111"
61425,"CLUB221"
61453,"CLUB111"
61478,"CLUB111"
61534,"CLUB132"
61541,"CLUB403"
61544,"CLUB403"
61555,"CLUB132"
61605,"CLUB111"
61657,"CLUB132"
61666,"CLUB105"
61680,"CLUB111"
61694,"CLUB111"
61696,"CLUB133"
61698,"CLUB125"
61700,"CLUB113"
61707,"CLUB103"
61708,"CLUB113"
61711,"CLUB132"
61715,"CLUB111"
61724,"CLUB111"
61755,"CLUB403"
61775,"CLUB115"
61779,"CLUB111"
61807,"CLUB115"
61809,"CLUB218"
61824,"CLUB401"
61853,"CLUB123"
61878,"CLUB111"
61881,"CLUB245"
61898,"CLUB111"
61899,"CLUB218"
61901,"CLUB107"
61906,"CLUB111"
61915,"CLUB604"
61935,"CLUB602"
61942,"CLUB111"
61995,"CLUB132"
62001,"CLUB113"
62013,"CLUB105"
62031,"CLUB245"
62038,"CLUB111"
62063,"CLUB601"
62137,"CLUB242"
62145,"CLUB604"
62147,"CLUB123"
62149,"CLUB403"
62166,"CLUB403"
62182,"CLUB604"
62188,"CLUB132"
62199,"CLUB101"
62207,"CLUB602"
62221,"CLUB117"
62231,"CLUB105"
62239,"CLUB135"
62270,"CLUB123"
62291,"CLUB123"
62310,"CLUB401"
62352,"CLUB101"
62358,"CLUB111"
62410,"CLUB202"
62415,"CLUB135"
62464,"CLUB125"
62466,"CLUB261"
62480,"CLUB136"
62482,"CLUB604"
62501,"CLUB125"
62508,"CLUB123"
62513,"CLUB420"
62518,"CLUB221"
62524,"CLUB604"
62570,"CLUB134"
62595,"CLUB402"
62607,"CLUB213"
62635,"CLUB102"
62661,"CLUB604"
62674,"CLUB410"
62683,"CLUB604"
62684,"CLUB402"
62700,"CLUB111"
62720,"CLUB125"
62742,"CLUB602"
62746,"CLUB132"
62747,"CLUB103"
62756,"CLUB111"
62768,"CLUB132"
62777,"CLUB111"
62786,"CLUB132"
62793,"CLUB111"
62812,"CLUB242"
62854,"CLUB111"
62860,"CLUB404"
62878,"CLUB109"
62879,"CLUB123"
62894,"CLUB403"
62917,"CLUB123"
62918,"CLUB602"
62972,"CLUB402"
62995,"CLUB249"
63031,"CLUB402"
63045,"CLUB112"
63047,"CLUB220"
63055,"CLUB237"
63061,"CLUB604"
63064,"CLUB503"
63074,"CLUB113"
63100,"CLUB402"
63112,"CLUB402"
63113,"CLUB402"
63149,"CLUB101"
63159,"CLUB111"
63170,"CLUB111"
63190,"CLUB124"
63192,"CLUB109"
63197,"CLUB115"
63204,"CLUB105"
63206,"CLUB111"
63209,"CLUB105"
63227,"CLUB107"
63239,"CLUB115"
63275,"CLUB501"
63283,"CLUB111"
63287,"CLUB201"
63293,"CLUB119"
63299,"CLUB402"
63356,"CLUB125"
63358,"CLUB101"
63368,"CLUB403"
63376,"CLUB111"
63381,"CLUB109"
63419,"CLUB115"
63421,"CLUB605"
63425,"CLUB233"
63435,"CLUB111"
63438,"CLUB109"
63441,"CLUB410"
63450,"CLUB604"
63455,"CLUB107"
63475,"CLUB121"
63563,"CLUB111"
63565,"CLUB128"
63579,"CLUB123"
63591,"CLUB115"
63604,"CLUB113"
63633,"CLUB111"
63638,"CLUB111"
63673,"CLUB503"
63695,"CLUB101"
63702,"CLUB125"
63720,"CLUB201"
63724,"CLUB109"
63726,"CLUB111"
63733,"CLUB117"
63757,"CLUB111"
63770,"CLUB105"
63786,"CLUB111"
63832,"CLUB111"
63852,"CLUB111"
63863,"CLUB233"
63865,"CLUB115"
63895,"CLUB233"
63908,"CLUB127"
63959,"CLUB111"
63966,"CLUB410"
63982,"CLUB113"
63989,"CLUB233"
64004,"CLUB123"
64014,"CLUB211"
64020,"CLUB604"
64069,"CLUB218"
64081,"CLUB111"
64105,"CLUB133"
64117,"CLUB115"
64131,"CLUB245"
64135,"CLUB413"
64150,"CLUB105"
64154,"CLUB404"
64200,"CLUB219"
64201,"CLUB228"
64216,"CLUB129"
64226,"CLUB602"
64232,"CLUB242"
64236,"CLUB410"
64255,"CLUB205"
64302,"CLUB123"
64310,"CLUB501"
64322,"CLUB109"
64328,"CLUB109"
64333,"CLUB105"
64369,"CLUB111"
64391,"CLUB133"
64393,"CLUB101"
64400,"CLUB402"
64402,"CLUB132"
64410,"CLUB123"
64434,"CLUB410"
64450,"CLUB420"
64473,"CLUB604"
64488,"CLUB218"
64498,"CLUB245"
64537,"CLUB401"
64613,"CLUB101"
64651,"CLUB402"
64663,"CLUB101"
64667,"CLUB123"
64682,"CLUB118"
64713,"CLUB233"
64718,"CLUB109"
64730,"CLUB254"
64731,"CLUB119"
64750,"CLUB111"
64752,"CLUB602"
64764,"CLUB402"
64793,"CLUB102"
64831,"CLUB117"
64840,"CLUB245"
64845,"CLUB402"
64872,"CLUB129"
64880,"CLUB209"
64906,"CLUB111"
64909,"CLUB402"
64923,"CLUB135"
64931,"CLUB123"
64945,"CLUB221"
64950,"CLUB111"
65020,"CLUB111"
65066,"CLUB124"
65071,"CLUB604"
65097,"CLUB101"
65099,"CLUB111"
65102,"CLUB103"
65122,"CLUB602"
65169,"CLUB242"
65193,"CLUB109"
65213,"CLUB132"
65220,"CLUB119"
65222,"CLUB111"
65223,"CLUB123"
65253,"CLUB111"
65261,"CLUB202"
65287,"CLUB245"
65292,"CLUB123"
65300,"CLUB123"
65302,"CLUB604"
65327,"CLUB133"
65332,"CLUB221"
65334,"CLUB133"
65336,"CLUB109"
65398,"CLUB101"
65417,"CLUB119"
65420,"CLUB125"
65426,"CLUB105"
65440,"CLUB111"
65461,"CLUB107"
65463,"CLUB218"
65468,"CLUB111"
65469,"CLUB132"
65475,"CLUB603"
65478,"CLUB135"
65480,"CLUB110"
65485,"CLUB132"
65504,"CLUB111"
65511,"CLUB125"
65512,"CLUB109"
65525,"CLUB601"
65571,"CLUB211"
65587,"CLUB123"
65592,"CLUB123"
65593,"CLUB111"
65603,"CLUB402"
65629,"CLUB132"
65653,"CLUB105"
65655,"CLUB123"
65676,"CLUB111"
65680,"CLUB105"
65720,"CLUB123"
65741,"CLUB133"
65746,"CLUB218"
65803,"CLUB404"
65818,"CLUB410"
65837,"CLUB105"
65843,"CLUB134"
65855,"CLUB135"
65861,"CLUB105"
65867,"CLUB117"
65890,"CLUB115"
65893,"CLUB402"
65899,"CLUB604"
65922,"CLUB602"
65950,"CLUB410"
65957,"CLUB404"
65960,"CLUB105"
65967,"CLUB136"
65975,"CLUB111"
65984,"CLUB111"
66027,"CLUB209"
66045,"CLUB124"
66078,"CLUB221"
66082,"CLUB109"
66086,"CLUB117"
66097,"CLUB102"
66133,"CLUB132"
66169,"CLUB404"
66184,"CLUB123"
66188,"CLUB125"
66234,"CLUB133"
66259,"CLUB133"
66263,"CLUB211"
66268,"CLUB134"
66278,"CLUB221"
66285,"CLUB133"
66286,"CLUB604"
66357,"CLUB123"
66403,"CLUB134"
66414,"CLUB220"
66418,"CLUB134"
66424,"CLUB111"
66430,"CLUB410"
66432,"CLUB402"
66446,"CLUB410"
66451,"CLUB123"
66455,"CLUB245"
66464,"CLUB222"
66476,"CLUB402"
66488,"CLUB132"
66525,"CLUB105"
66562,"CLUB103"
66568,"CLUB132"
66577,"CLUB221"
66589,"CLUB245"
66616,"CLUB111"
66617,"CLUB119"
66640,"CLUB413"
66655,"CLUB123"
66674,"CLUB123"
66681,"CLUB123"
66693,"CLUB402"
66721,"CLUB132"
66728,"CLUB111"
66729,"CLUB118"
66753,"CLUB402"
66754,"CLUB402"
66760,"CLUB125"
66780,"CLUB604"
66786,"CLUB601"
66809,"CLUB111"
66812,"CLUB111"
66847,"CLUB413"
66853,"CLUB132"
66855,"CLUB601"
66878,"CLUB402"
66894,"CLUB211"
66903,"CLUB111"
66926,"CLUB221"
66931,"CLUB402"
66938,"CLUB109"
66940,"CLUB117"
66949,"CLUB119"
66975,"CLUB111"
66976,"CLUB403"
66995,"CLUB128"
66998,"CLUB121"
67000,"CLUB402"
67021,"CLUB111"
67025,"CLUB115"
67034,"CLUB109"
67041,"CLUB111"
67074,"CLUB109"
67101,"CLUB124"
67136,"CLUB242"
67171,"CLUB242"
67173,"CLUB115"
67189,"CLUB111"
67197,"CLUB111"
67202,"CLUB132"
67203,"CLUB127"
67221,"CLUB121"
67316,"CLUB119"
67332,"CLUB111"
67348,"CLUB105"
67350,"CLUB101"
67352,"CLUB111"
67362,"CLUB131"
67364,"CLUB110"
67377,"CLUB242"
67404,"CLUB111"
67442,"CLUB117"
67454,"CLUB102"
67479,"CLUB604"
67491,"CLUB111"
67519,"CLUB117"
67520,"CLUB111"
67531,"CLUB202"
67622,"CLUB245"
67640,"CLUB402"
67651,"CLUB201"
67658,"CLUB250"
67664,"CLUB111"
67666,"CLUB206"
67690,"CLUB111"
67698,"CLUB101"
67706,"CLUB119"
67713,"CLUB219"
67742,"CLUB404"
67769,"CLUB111"
67775,"CLUB605"
67784,"CLUB402"
67790,"CLUB245"
67797,"CLUB110"
67803,"CLUB113"
67830,"CLUB111"
67863,"CLUB129"
67866,"CLUB402"
67893,"CLUB111"
67895,"CLUB119"
67910,"CLUB117"
67915,"CLUB109"
67952,"CLUB245"
67974,"CLUB111"
67982,"CLUB111"
67995,"CLUB111"
68001,"CLUB111"
68026,"CLUB267"
68033,"CLUB604"
68038,"CLUB123"
68047,"CLUB128"
68063,"CLUB126"
68076,"CLUB410"
68088,"CLUB111"
68097,"CLUB242"
68110,"CLUB109"
68116,"CLUB111"
68118,"CLUB101"
68120,"CLUB404"
68147,"CLUB410"
68153,"CLUB123"
68173,"CLUB123"
68185,"CLUB113"
68207,"CLUB402"
68236,"CLUB108"
68254,"CLUB218"
68259,"CLUB123"
68260,"CLUB109"
68262,"CLUB402"
68285,"CLUB108"
68293,"CLUB119"
68296,"CLUB111"
68305,"CLUB123"
68310,"CLUB420"
68313,"CLUB218"
68321,"CLUB108"
68339,"CLUB111"
68343,"CLUB242"
68353,"CLUB127"
68423,"CLUB267"
68438,"CLUB115"
68469,"CLUB124"
68501,"CLUB245"
68528,"CLUB111"
68530,"CLUB122"
68538,"CLUB136"
68561,"CLUB604"
68590,"CLUB254"
68607,"CLUB123"
68618,"CLUB134"
68649,"CLUB420"
68650,"CLUB604"
68655,"CLUB101"
68662,"CLUB127"
68668,"CLUB404"
68707,"CLUB109"
68724,"CLUB103"
68736,"CLUB402"
68748,"CLUB206"
68765,"CLUB404"
68774,"CLUB125"
68789,"CLUB111"
68792,"CLUB111"
68804,"CLUB111"
68815,"CLUB410"
68825,"CLUB111"
68848,"CLUB125"
68898,"CLUB111"
68921,"CLUB245"
68940,"CLUB103"
68942,"CLUB245"
68943,"CLUB109"
68949,"CLUB125"
68989,"CLUB602"
68990,"CLUB109"
68992,"CLUB115"
69010,"CLUB401"
69020,"CLUB218"
69051,"CLUB604"
69094,"CLUB242"
69116,"CLUB402"
69149,"CLUB206"
69155,"CLUB123"
69162,"CLUB126"
69165,"CLUB605"
69197,"CLUB134"
69246,"CLUB128"
69252,"CLUB401"
69254,"CLUB111"
69255,"CLUB210"
69268,"CLUB604"
69276,"CLUB413"
69279,"CLUB402"
69313,"CLUB128"
69314,"CLUB132"
69324,"CLUB401"
69341,"CLUB202"
69357,"CLUB123"
69358,"CLUB218"
69360,"CLUB401"
69363,"CLUB135"
69365,"CLUB401"
69374,"CLUB127"
69393,"CLUB401"
69411,"CLUB202"
69414,"CLUB245"
69433,"CLUB125"
69473,"CLUB123"
69476,"CLUB105"
69480,"CLUB415"
69481,"CLUB121"
69488,"CLUB404"
69498,"CLUB402"
69516,"CLUB121"
69525,"CLUB211"
69548,"CLUB111"
69553,"CLUB402"
69575,"CLUB135"
69580,"CLUB121"
69581,"CLUB125"
69586,"CLUB221"
69601,"CLUB121"
69606,"CLUB218"
69620,"CLUB121"
69628,"CLUB602"
69634,"CLUB111"
69636,"CLUB121"
69653,"CLUB218"
69654,"CLUB402"
69669,"CLUB233"
69713,"CLUB403"
69724,"CLUB101"
69728,"CLUB131"
69731,"CLUB135"
69735,"CLUB121"
69743,"CLUB237"
69754,"CLUB109"
69761,"CLUB111"
69774,"CLUB127"
69833,"CLUB401"
69840,"CLUB401"
69844,"CLUB205"
69846,"CLUB102"
69857,"CLUB115"
69868,"CLUB211"
69871,"CLUB404"
69888,"CLUB102"
69896,"CLUB124"
69902,"CLUB401"
69932,"CLUB604"
69938,"CLUB132"
69957,"CLUB108"
69967,"CLUB125"
70001,"CLUB125"
70045,"CLUB604"
70055,"CLUB128"
70092,"CLUB211"
70114,"CLUB123"
70116,"CLUB103"
70157,"CLUB111"
70169,"CLUB209"
70175,"CLUB117"
70177,"CLUB261"
70186,"CLUB503"
70190,"CLUB410"
70198,"CLUB132"
70235,"CLUB121"
70236,"CLUB133"
70239,"CLUB108"
70260,"CLUB602"
70263,"CLUB111"
70271,"CLUB401"
70312,"CLUB108"
70319,"CLUB132"
70325,"CLUB605"
70342,"CLUB124"
70347,"CLUB111"
70353,"CLUB602"
70354,"CLUB402"
70371,"CLUB123"
70402,"CLUB212"
70418,"CLUB109"
70429,"CLUB101"
70434,"CLUB132"
70481,"CLUB105"
70493,"CLUB111"
70509,"CLUB401"
70513,"CLUB211"
70522,"CLUB109"
70543,"CLUB401"
70553,"CLUB105"
70572,"CLUB132"
70574,"CLUB212"
70582,"CLUB108"
70585,"CLUB121"
70596,"CLUB245"
70601,"CLUB109"
70625,"CLUB132"
70645,"CLUB111"
70664,"CLUB121"
70665,"CLUB125"
70667,"CLUB117"
70671,"CLUB410"
70693,"CLUB111"
70706,"CLUB111"
70733,"CLUB410"
70737,"CLUB605"
70743,"CLUB108"
70744,"CLUB121"
70748,"CLUB105"
70775,"CLUB121"
70778,"CLUB111"
70819,"CLUB602"
70832,"CLUB245"
70848,"CLUB109"
70894,"CLUB135"
70901,"CLUB109"
70912,"CLUB111"
70917,"CLUB123"
70949,"CLUB129"
70964,"CLUB128"
70966,"CLUB119"
71009,"CLUB242"
71123,"CLUB123"
71228,"CLUB123"
71275,"CLUB245"
71289,"CLUB110"
71319,"CLUB105"
71364,"CLUB410"
71379,"CLUB604"
71385,"CLUB410"
71398,"CLUB117"
71410,"CLUB132"
71474,"CLUB401"
71589,"CLUB249"
71591,"CLUB123"
71612,"CLUB245"
71623,"CLUB123"
71630,"CLUB134"
71676,"CLUB123"
71699,"CLUB110"
71718,"CLUB123"
71735,"CLUB204"
71783,"CLUB132"
71828,"CLUB249"
71832,"CLUB105"
71856,"CLUB134"
71913,"CLUB125"
71927,"CLUB410"
71931,"CLUB105"
71933,"CLUB132"
71974,"CLUB123"
72022,"CLUB115"
72067,"CLUB602"
72086,"CLUB132"
72099,"CLUB132"
72112,"CLUB212"
72119,"CLUB245"
72130,"CLUB123"
72147,"CLUB242"
72152,"CLUB602"
72176,"CLUB602"
72191,"CLUB204"
72195,"CLUB132"
72217,"CLUB128"
72224,"CLUB604"
72229,"CLUB123"
72247,"CLUB111"
72350,"CLUB133"
72391,"CLUB132"
72406,"CLUB125"
72426,"CLUB221"
72440,"CLUB107"
72473,"CLUB123"
72529,"CLUB221"
72540,"CLUB418"
72582,"CLUB132"
72629,"CLUB249"
72684,"CLUB260"
72697,"CLUB604"
72707,"CLUB117"
72713,"CLUB123"
72719,"CLUB109"
72721,"CLUB221"
72749,"CLUB132"
72772,"CLUB115"
72801,"CLUB132"
72821,"CLUB410"
72895,"CLUB249"
72899,"CLUB132"
72917,"CLUB123"
72943,"CLUB123"
72998,"CLUB128"
73120,"CLUB111"
73123,"CLUB601"
73152,"CLUB605"
73179,"CLUB133"
73195,"CLUB132"
73200,"CLUB603"
73223,"CLUB410"
73233,"CLUB410"
73253,"CLUB202"
73254,"CLUB132"
73265,"CLUB123"
73267,"CLUB418"
73277,"CLUB249"
73281,"CLUB119"
73303,"CLUB133"
73305,"CLUB410"
73326,"CLUB219"
73336,"CLUB128"
73348,"CLUB135"
73372,"CLUB109"
73411,"CLUB101"
73448,"CLUB126"
73455,"CLUB123"
73475,"CLUB109"
73482,"CLUB111"
73509,"CLUB254"
73510,"CLUB109"
73511,"CLUB132"
73590,"CLUB132"
73592,"CLUB111"
73625,"CLUB602"
73630,"CLUB202"
73633,"CLUB123"
73637,"CLUB121"
73642,"CLUB410"
73667,"CLUB601"
73674,"CLUB132"
73696,"CLUB123"
73703,"CLUB402"
73734,"CLUB134"
73769,"CLUB105"
73773,"CLUB123"
73817,"CLUB111"
73820,"CLUB413"
73897,"CLUB109"
73901,"CLUB602"
73978,"CLUB209"
73992,"CLUB410"
73998,"CLUB133"
74014,"CLUB109"
74052,"CLUB123"
74081,"CLUB115"
74085,"CLUB123"
74096,"CLUB410"
74158,"CLUB105"
74167,"CLUB132"
74174,"CLUB210"
74204,"CLUB123"
74312,"CLUB128"
74337,"CLUB109"
74338,"CLUB407"
74341,"CLUB111"
74413,"CLUB125"
74438,"CLUB604"
74461,"CLUB111"
74474,"CLUB407"
74477,"CLUB420"
74484,"CLUB111"
74490,"CLUB402"
74494,"CLUB602"
74527,"CLUB123"
74540,"CLUB402"
74542,"CLUB111"
74549,"CLUB410"
74562,"CLUB111"
74574,"CLUB410"
74579,"CLUB105"
74586,"CLUB603"
74596,"CLUB403"
74604,"CLUB242"
74666,"CLUB249"
74668,"CLUB115"
74697,"CLUB107"
74700,"CLUB105"
74701,"CLUB218"
74758,"CLUB403"
74764,"CLUB123"
74772,"CLUB221"
74775,"CLUB111"
74788,"CLUB123"
74790,"CLUB407"
74794,"CLUB604"
74796,"CLUB420"
74815,"CLUB604"
74816,"CLUB256"
74817,"CLUB137"
74842,"CLUB403"
74850,"CLUB111"
74854,"CLUB123"
74869,"CLUB102"
74923,"CLUB410"
74943,"CLUB261"
74944,"CLUB245"
74945,"CLUB123"
74960,"CLUB210"
74965,"CLUB111"
74984,"CLUB410"
74987,"CLUB242"
75003,"CLUB128"
75016,"CLUB127"
75059,"CLUB123"
75078,"CLUB128"
75084,"CLUB124"
75087,"CLUB410"
75125,"CLUB402"
75128,"CLUB111"
75216,"CLUB410"
75217,"CLUB601"
75227,"CLUB110"
75271,"CLUB407"
75284,"CLUB117"
75285,"CLUB222"
75295,"CLUB410"
75296,"CLUB111"
75304,"CLUB245"
75312,"CLUB136"
75334,"CLUB407"
75337,"CLUB420"
75354,"CLUB123"
75389,"CLUB402"
75404,"CLUB123"
75405,"CLUB124"
75416,"CLUB125"
75426,"CLUB206"
75431,"CLUB603"
75453,"CLUB603"
75465,"CLUB111"
75470,"CLUB115"
75471,"CLUB407"
75483,"CLUB219"
75494,"CLUB124"
75522,"CLUB101"
75523,"CLUB108"
75526,"CLUB125"
75529,"CLUB266"
75534,"CLUB403"
75543,"CLUB245"
75556,"CLUB111"
75573,"CLUB103"
75578,"CLUB111"
75585,"CLUB111"
75601,"CLUB111"
75620,"CLUB202"
75636,"CLUB131"
75644,"CLUB402"
75649,"CLUB242"
75671,"CLUB407"
75675,"CLUB109"
75688,"CLUB125"
75717,"CLUB106"
75761,"CLUB103"
75809,"CLUB132"
75838,"CLUB111"
75843,"CLUB420"
75850,"CLUB402"
75861,"CLUB403"
75864,"CLUB111"
75870,"CLUB109"
75880,"CLUB111"
75905,"CLUB410"
75910,"CLUB123"
75934,"CLUB111"
75952,"CLUB402"
75955,"CLUB111"
75978,"CLUB109"
75985,"CLUB245"
76003,"CLUB123"
76048,"CLUB123"
76066,"CLUB117"
76106,"CLUB134"
76115,"CLUB401"
76149,"CLUB106"
76172,"CLUB123"
76195,"CLUB243"
76203,"CLUB115"
76235,"CLUB403"
76237,"CLUB116"
76243,"CLUB604"
76283,"CLUB106"
76284,"CLUB107"
76300,"CLUB210"
76310,"CLUB124"
76311,"CLUB209"
76312,"CLUB111"
76349,"CLUB605"
76374,"CLUB103"
76383,"CLUB113"
76414,"CLUB101"
76415,"CLUB115"
76421,"CLUB402"
76436,"CLUB604"
76450,"CLUB111"
76486,"CLUB111"
76522,"CLUB402"
76542,"CLUB602"
76566,"CLUB111"
76568,"CLUB407"
76626,"CLUB109"
76650,"CLUB245"
76654,"CLUB101"
76719,"CLUB413"
76747,"CLUB242"
76754,"CLUB111"
76786,"CLUB111"
76798,"CLUB111"
76806,"CLUB109"
76825,"CLUB111"
76841,"CLUB402"
76862,"CLUB136"
76885,"CLUB132"
76901,"CLUB245"
76902,"CLUB410"
76907,"CLUB402"
76915,"CLUB245"
76933,"CLUB242"
76947,"CLUB243"
76953,"CLUB405"
76961,"CLUB125"
76972,"CLUB111"
76987,"CLUB136"
76990,"CLUB413"
76994,"CLUB237"
77020,"CLUB134"
77046,"CLUB405"
77051,"CLUB604"
77057,"CLUB402"
77103,"CLUB134"
77104,"CLUB124"
77111,"CLUB245"
77124,"CLUB111"
77140,"CLUB122"
77160,"CLUB604"
77162,"CLUB110"
77201,"CLUB221"
77208,"CLUB604"
77296,"CLUB111"
77345,"CLUB101"
77352,"CLUB245"
77455,"CLUB211"
77462,"CLUB111"
77526,"CLUB123"
77535,"CLUB111"
77542,"CLUB604"
77574,"CLUB109"
77589,"CLUB233"
77596,"CLUB115"
77614,"CLUB115"
77625,"CLUB402"
77651,"CLUB111"
77652,"CLUB133"
77657,"CLUB221"
77665,"CLUB233"
77687,"CLUB204"
77692,"CLUB413"
77694,"CLUB111"
77707,"CLUB124"
77717,"CLUB115"
77721,"CLUB257"
77749,"CLUB123"
77777,"CLUB111"
77800,"CLUB407"
77836,"CLUB221"
77851,"CLUB242"
77857,"CLUB242"
77871,"CLUB212"
77879,"CLUB242"
77881,"CLUB111"
77898,"CLUB119"
