pkey,ECO_SECT,previous_dep,job_dep,work_desc,Type_of_contract,JOB_CATEGORY,work_condition,employer_type,working_hours,employee_count
76707,"QB","89","89","563a","CDI","O","N","ct_7",3000,"tr_1"
76713,"QA","28","75","526b","CDI","O","C","ct_6",1820,"tr_1"
76719,"OZ","93","93","478c","CDI","O","C","ct_8",1470,"tr_5"
76723,"GZ","61","72","551a","CDI","O","C","ct_9",1928,"tr_5"
76738,"QB","57","57","563a","CDI","O","N","ct_7",1347,"tr_1"
76753,"HZ",NA,NA,"643a","CDI","O","C","ct_9",1898,"tr_2"
76755,"FZ","74","74","621c","CDI","O","C","ct_9",1820,"tr_3"
76760,"GZ","39","39","653a","CDI","O","C","ct_9",1850,"tr_1"
76763,"HZ","31","31","451a","CDI","O","C","ct_9",1822,"tr_2"
76775,"NZ",NA,NA,"684a","CDD","O","C","ct_9",263,"tr_5"
76776,"FZ","25","25","621e","CDI","O","C","ct_9",1758,"tr_4"
76781,"OZ","14","14","423b","AUT","O","P","ct_2",1057,"tr_5"
76794,"GZ","69","69","543f","CDI","O","C","ct_9",1497,"tr_3"
76801,"OZ","61","61","523c","CDI","O","P","ct_2",1664,"tr_1"
76811,"FZ","69","69","632f","CDI","O","C","ct_9",1743,"tr_3"
76825,"CL","68","68","676e","CDI","O","C","ct_9",1179,"tr_6"
76828,"SZ","27","76","435b","CDI","O","C",NA,126,NA
76848,"QA","82","82","525d","CDI","O","C","ct_9",1820,"tr_6"
76865,"NZ","93","94","684a","CDI","O","C","ct_9",3000,"tr_5"
76885,"NZ","92","92","534a","CDI","O","C","ct_9",2072,"tr_0"
76899,"HZ","13","13","521a","CDI","O","C","ct_9",1879,"tr_6"
76907,"QB","83","83","525d","CDI","O","P","ct_9",840,"tr_4"
76908,"QB","41","41","563a","CDI","O","N","ct_7",3000,"tr_1"
76911,"IZ","93","75","488b","CDI","O","C","ct_9",1125,"tr_5"
76915,"QA","75","93","344a","AUT","O","C","ct_3",1820,"tr_6"
76933,"PZ",NA,NA,"422e","CDI","O","C","ct_8",1820,"tr_5"
76963,"FZ","72","72","543b","CDI","O","C","ct_9",1820,"tr_1"
76970,"HZ","77","77","451a","CDI","O","C","ct_9",1820,"tr_3"
77021,"FZ","37","37","461d","CDI","O","C","ct_9",1820,"tr_4"
77026,"QB","13","13","563b","CDI","O","P","ct_8",872,"tr_6"
77043,"TZ","33","33","563c","CDI","O","N","ct_7",747,"tr_0"
77068,"FZ","22","22","651a","CDI","O","C","ct_9",1299,"tr_3"
77098,"QB","87","87","563b","CDI","O","P","ct_2",764,"tr_1"
77109,"OZ","83","83","524c","CDI","O","P","ct_4",1248,"tr_1"
77111,"FZ","93","93","481b","CDI","O","C","ct_9",335,"tr_1"
77126,"HZ","59","33","641a","CDI","O","C","ct_9",2171,"tr_6"
77166,"CH","41","45","676e","CDI","O","C","ct_9",772,"tr_4"
77168,"OZ","62","62","467d","CDI","O","C","ct_8",1045,"tr_5"
77174,"NZ","13","13","684a","CDI","O","P","ct_9",3000,"tr_6"
77187,"IZ","95","77","561d","CDI","O","C","ct_9",469,"tr_6"
77203,"CL","68","68","673c","CDI","O","C","ct_9",1676,"tr_6"
77215,"CM","85","85","628a","CDI","O","C","ct_9",1990,"tr_4"
77219,"HZ","59","59","641b","CDI","O","C","ct_9",1050,"tr_3"
77221,"QB","57","67","526a","CDI","O","C","ct_8",1681,"tr_4"
77222,"PZ","38","73","525a","CDI","O","C","ct_8",1444,"tr_3"
77225,"CK","38","38","385a","CDI","O","C","ct_9",1652,"tr_5"
77227,"NZ","93","77","487a","CDI","O","C","ct_9",1605,"tr_3"
77230,"PZ","75","75","331a","CDI","O","C","ct_5",1750,"tr_4"
77242,"TZ","16","16","563c","CDI","O","C",NA,891,NA
77267,"CK","76","76","623e","CDI","O","C","ct_9",1731,"tr_3"
77275,"TZ","81","81","563c","CDI","O","N","ct_7",504,"tr_1"
77276,"CA","33","33","625d","CDI","O","C","ct_9",1224,"tr_3"
77279,"FZ","06","06","681b","CDI","O","P","ct_6",1096,"tr_1"
77281,"FZ","94","94","634d","CDI","O","C","ct_9",1704,"tr_4"
77284,"IZ","59","59","372b","CDI","O","C","ct_9",1237,"tr_5"
77291,"CB","03","03","628a","CDI","O","C","ct_9",938,"tr_3"
77304,"QA","68","68","526e","CDI","O","P","ct_9",1092,"tr_4"
77319,"HZ","75","93","466a","CDI","O","C","ct_9",1188,"tr_6"
77361,"MC","78","92","375a","CDI","O","C","ct_9",1895,"tr_1"
77380,"PZ","63","63","422b","CDI","O","C","ct_8",1820,"tr_5"
77389,"HZ","91","75","481a","CDI","O","C","ct_9",991,"tr_6"
77408,"QB","33","33","684a","CDI","O","C","ct_8",1824,"tr_4"
77412,"QA","29","29","461b","CDI","O","C","ct_1",1778,"tr_4"
77424,"QB","16","16","525d","CDI","O","C","ct_8",1818,"tr_4"
77425,"QB","61","61","563b","CDD","O","P","ct_8",1560,"tr_6"
77426,"MA","06","06","461d","CDI","O","C","ct_8",1828,"tr_2"
77439,"TZ","17","17","563c","CDI","O","C",NA,1356,NA
77466,"OZ",NA,NA,"524b","CDI","O","C",NA,216,NA
77468,"CA",NA,NA,"462e","CDI","O","C","ct_9",1820,"tr_3"
77471,"QA","13","13","451h","CDI","O","P","ct_3",1380,"tr_6"
77513,"NZ",NA,NA,"542a","CDI","O","C","ct_9",1785,"tr_1"
77514,"QA","64","64","526e","CDI","O","C","ct_9",1916,"tr_3"
77519,"GZ","64","64","374a","CDI","O","C","ct_9",2132,"tr_4"
77521,"NZ","70","70","676e","TTP","O","C","ct_9",1916,"tr_1"
77527,"QB","78","78","526a","CDI","O","C","ct_8",2890,"tr_3"
77536,"QA","02","02","451h","CDI","O","C","ct_8",1522,"tr_6"
77543,"MA","69","69","543c","CDI","O","C","ct_9",1533,"tr_2"
77547,"FZ","56","56","542a","CDI","O","C","ct_9",1631,"tr_1"
77561,"PZ","54","54","341a","CDI","O","C","ct_8",1824,"tr_4"
77563,"GZ","14","14","462c","CDI","O","C","ct_9",1708,"tr_4"
77565,"CK","01","69","385b","CDI","O","C","ct_9",1820,"tr_3"
77585,"QB","80","80","526d","CDI","O","C","ct_8",708,"tr_5"
77592,"CH","74","74","674d","CDI","O","C","ct_9",1470,"tr_3"
77594,"FZ","76","76","481b","CDI","O","C","ct_9",1731,"tr_3"
77607,"NZ","35","35","542a","CDD","O","C","ct_9",254,"tr_1"
77618,"GZ","79","79","543g","CDI","O","P","ct_9",1716,"tr_3"
77644,"GZ","45","45","487b","CDI","O","C","ct_9",607,"tr_1"
77660,"KZ","30","30","467c","CDI","O","C","ct_8",1820,"tr_1"
77661,"MA","28","78","542a","CDI","O","C","ct_9",581,"tr_0"
77698,"QA","56","56","344a","CDI","O","C","ct_8",2068,"tr_4"
77704,"GZ","75","75","551a","CDI","O","C","ct_9",1820,"tr_5"
77711,"NZ","61","72","543f","CDI","O","C","ct_9",2086,"tr_6"
77721,"AZ","59","59","691c","CDI","O","P",NA,416,NA
77723,"MA","69","69","628f","CDI","O","C","ct_9",1864,"tr_6"
77740,"OZ","09","09","335a","CDI","O","P",NA,104,NA
77747,"QB","37","37","525d","CDI","O","P","ct_9",1160,"tr_3"
77804,"OZ","42","42","524c","CDI","O","C",NA,378,NA
77829,"QB","48","43","525d","CDI","O","P","ct_8",1403,"tr_5"
77830,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
77854,"HZ","01","01","643a","CDI","O","P","ct_9",764,"tr_5"
77879,"OZ","80","80","451g","CDI","O","P","ct_2",888,"tr_3"
77886,"QA","16","24","526e","CDI","O","C","ct_9",2006,"tr_2"
77913,"GZ","19","19","551a","CDI","O","C","ct_9",1152,"tr_0"
77921,"MA","78","75","386b","CDI","O","C","ct_9",1820,"tr_3"
77927,"HZ","34","34","543g","CDI","O","C","ct_9",1975,"tr_6"
77960,"GZ","77","93","554e","CDI","O","P","ct_9",781,"tr_0"
77972,"CM","37","37","543b","CDI","O","C","ct_9",1108,"tr_1"
77976,"QB","28","28","525d","CDI","O","P","ct_8",1492,"tr_4"
77979,"QB","77","77","563a","CDI","O","N","ct_7",3000,"tr_1"
77984,"FZ","85","85","621a","CDI","O","C","ct_9",1580,"tr_4"
78013,"QA","17","17","526a","CDI","O","C","ct_9",1713,"tr_5"
78014,"MB","38","38","382a","CDI","O","C","ct_5",1820,"tr_4"
78018,"QB","55","55","563a","CDI","O","N","ct_7",728,"tr_0"
78027,"NZ","43","43","684a","CDI","O","C","ct_9",2176,"tr_3"
78033,"FZ","77","77","621a","CDI","O","C","ct_9",1669,"tr_3"
78034,"NZ","94","91","533c","CDI","O","C","ct_9",1734,"tr_6"
78052,"HZ","13","13","641b","CDI","O","C","ct_9",464,"tr_5"
78065,"PZ","88","88","525b","CDI","O","C","ct_8",1820,"tr_5"
78109,"KZ","42","42","543c","CDI","O","C","ct_9",1339,"tr_1"
78119,"PZ","64","64","632k","CDI","O","P","ct_8",500,"tr_4"
78136,"QB","88","88","434d","CDI","O","P","ct_8",759,"tr_2"
78137,"HZ","62","62","643a","CDI","O","P","ct_9",1274,"tr_5"
78140,"OZ","49","49","525a","AUT","O","C","ct_2",1819,"tr_6"
78145,"GZ","77","78","477c","CDI","O","C","ct_9",1323,"tr_5"
78165,"FZ","21","21","542a","CDI","O","C","ct_9",1806,"tr_5"
78172,"GZ","84","84","561c","TOA","O","C","ct_9",1014,"tr_0"
78174,"CK","2A","2A","477b","CDI","O","P","ct_9",1079,"tr_1"
78192,"MC","93","75","463d","CDI","O","C","ct_9",1230,"tr_1"
78214,"GZ","76","76","552a","CDI","O","P","ct_9",1565,"tr_4"
78218,"MA","01","25","372b","CDI","O","C","ct_9",1885,"tr_1"
78222,"TZ","77","77","563c","CDI","O","P",NA,468,NA
78237,"QA","54","57","526a","CDI","O","C","ct_8",1820,"tr_6"
78241,"QB","68","68","642b","CDI","O","P","ct_8",941,"tr_4"
78269,"FZ","76","76","542a","CDI","O","P","ct_9",1040,"tr_3"
78278,"QB","68","68","563b","CDI","O","C","ct_8",607,"tr_6"
78291,"CA","76","76","674c","CDI","O","C","ct_9",1786,"tr_5"
78300,"KZ","95","75","467a","CDI","O","C","ct_9",1792,"tr_6"
78304,"HZ","50","50","451a","CDI","O","C","ct_9",1820,"tr_2"
78314,"OZ","37","37","525c","CDI","O","N",NA,372,NA
78318,"GZ","34","34","433b","CDI","O","P","ct_9",891,"tr_1"
78326,"CH","47","47","676a","CDI","O","C","ct_9",1697,"tr_2"
78367,"QB","29","29","434f","CDI","O","C","ct_8",1771,"tr_1"
78402,"QA","11","11","526e","CDI","O","C","ct_9",1818,"tr_3"
78407,"TZ","31","31","563c","AUT","O","C",NA,619,NA
78419,"QB","13","83","434a","CDI","O","C","ct_8",814,"tr_4"
78426,"QB","81","81","526d","CDI","O","C","ct_8",547,"tr_5"
78445,"JC","77","06","544a","CDI","O","C",NA,169,NA
78452,"NZ","78","75","388a","CDI","O","C","ct_9",1313,"tr_5"
78455,"NZ","59","59","423b","CDI","O","C","ct_8",592,"tr_5"
78471,"OZ","75","93","372e","CDI","O","C","ct_5",1820,"tr_6"
78477,"PZ","36","36","421b","AUT","O","P","ct_2",1,"tr_1"
78480,"HZ","76","76","451a","CDI","O","P","ct_9",1669,"tr_3"
78483,"CK","28","28","676e","CDI","O","C","ct_9",884,"tr_5"
78485,"QB","92","75","525d","CDI","O","C","ct_8",1743,"tr_4"
78494,"KZ","50","50","467a","CDI","O","C","ct_9",1820,"tr_6"
78499,"KZ","04","04","526b","CDI","O","C","ct_9",1670,"tr_1"
78505,"FZ","94","94","681a","CDI","O","C","ct_9",1554,"tr_1"
78509,"SZ","62","62","563b","CDI","O","P","ct_8",1044,"tr_3"
78513,"CI","10","10","622d","CDI","O","C","ct_9",1570,"tr_4"
78530,"QA","93","93","526a","CDI","O","C","ct_9",2179,"tr_5"
78558,"QB","53","61","526a","CDI","O","C","ct_8",1820,"tr_4"
78574,"OZ","89","75","333f","CDI","O","P","ct_2",1706,"tr_1"
78584,"NZ","24","19","676e","CDD","O","C","ct_9",166,"tr_3"
78588,"GZ","94","93","551a","CDI","O","C","ct_9",1773,"tr_6"
78591,"JA","06","06","636d","CDI","O","P","ct_9",899,"tr_1"
78594,"SZ","66","66","435b","CDI","O","C","ct_8",1610,"tr_1"
78605,"MB","78","91","342g","CDI","O","C","ct_5",2080,"tr_6"
78618,"QB","05","05","434a","CDI","O","C","ct_8",1820,"tr_4"
78626,"CM","76","07","473c","CDI","O","C","ct_9",2034,"tr_3"
78632,"MA","84","31","388d","CDI","O","P","ct_9",413,"tr_1"
78633,"CA","25","25","674c","CDI","O","C","ct_9",1536,"tr_6"
78659,"IZ","27","27","636d","CDI","O","C","ct_9",787,"tr_1"
78668,"QB","77","91","563a","CDI","O","N","ct_8",1820,"tr_2"
78671,"CC","89","89","352a","CDI","O","P","ct_9",642,"tr_3"
78726,"HZ","64","64","451a","CDI","O","P","ct_9",856,"tr_3"
78745,"GZ","66","66","374a","CDI","O","C","ct_9",1242,"tr_2"
78749,"CH","08","08","626b","CDI","O","C","ct_9",882,"tr_4"
78752,"NZ","17","33","684a","CDI","O","P","ct_9",1073,"tr_6"
78763,"HZ","13","13","389a","CDI","O","C","ct_9",2073,"tr_3"
78772,"TZ","42","42","563c","CDI","O","C",NA,772,NA
78783,"QA","07","07","433a","CDI","O","C","ct_9",1834,"tr_1"
78792,"IZ","47","47","684a","CDI","O","C","ct_9",1547,"tr_1"
78807,"CG","72","72","628g","CDI","O","C","ct_9",1288,"tr_3"
78808,"SZ","54","54","435a","CDI","O","C","ct_8",1820,"tr_3"
78817,"CI","91","78","383b","CDI","O","C","ct_9",1820,"tr_4"
78827,"QB","94","94","525d","CDI","O","C","ct_8",1217,"tr_4"
78847,"CL","17","17","474a","CDI","O","C","ct_9",1932,"tr_6"
78858,"IZ","80","80","561d","CDI","O","P","ct_9",646,"tr_1"
78860,"MC","85","92","463d","CDI","O","C","ct_9",1575,"tr_6"
78882,"CL","37","37","543f","CDI","O","C","ct_9",1792,"tr_5"
78893,"CJ","69","69","622a","CDI","O","C","ct_9",1925,"tr_6"
78896,"MA","26","26","543f","CDI","O","C","ct_9",1556,"tr_1"
78901,"OZ","19","49","524a","CDI","O","C","ct_1",1820,"tr_6"
78912,"QA","06","06","344b","CDI","O","N","ct_8",1467,"tr_2"
78916,"KZ","92","92","467a","CDI","O","C","ct_9",875,"tr_6"
78938,"FZ","78","78","481b","CDI","O","C","ct_9",1820,"tr_5"
78954,"QA","82","82","526e","CDI","O","P","ct_9",1020,"tr_2"
78958,"NZ","64","64","526b","CDI","O","P","ct_9",1230,"tr_1"
78963,"GZ","18","18","472c","CDI","O","C","ct_9",1832,"tr_1"
78964,"SZ","08","08","435b","CDI","O","C","ct_8",1743,"tr_3"
78984,"SZ","03","03","542a","CDI","O","P","ct_4",1733,"tr_4"
78986,"HZ","14","14","676d","CDI","O","C","ct_9",1820,"tr_6"
78992,"FZ","85","85","472a","CDI","O","C","ct_9",1820,"tr_6"
78995,"QA","49","49","526a","CDI","O","C","ct_9",1370,"tr_5"
78999,"HZ","13","13","676c","CDI","O","C","ct_9",1918,"tr_6"
79016,"IZ","21","21","541c","CDI","O","P","ct_8",1257,"tr_2"
79018,"MA","13","13","561b","CDI","O","P","ct_9",687,"tr_1"
79026,"RZ","60","60","435b","CDI","O","P","ct_8",282,"tr_1"
79032,"CH","62","59","475a","CDI","O","P","ct_9",780,"tr_6"
79033,"GZ","66","66","526b","CDI","O","P","ct_9",491,"tr_1"
79034,"LZ","75","94","373c","CDI","O","C","ct_9",1265,"tr_1"
79035,"GZ","59","59","552a","CDI","O","C","ct_6",1092,"tr_2"
79088,"NZ","77","94","534a","CDI","O","C","ct_9",1609,"tr_6"
79119,"PZ","13","13","341a","CDI","O","C","ct_8",1048,"tr_4"
79148,"SZ","06","06","628g","CDI","O","C","ct_9",1206,"tr_3"
79157,"QB","89","89","451h","CDI","O","P","ct_3",1204,"tr_5"
79167,"CK","81","81","384a","CDI","O","C","ct_9",1812,"tr_6"
79182,"CM","86","86","477b","CDI","O","C","ct_9",1311,"tr_6"
79193,"HZ","06","06","461e","CDI","O","C","ct_9",2068,"tr_2"
79195,"MA","12","12","543b","CDI","O","P","ct_8",944,"tr_5"
79196,"SZ","44","44","461b","CDI","O","C",NA,298,NA
79207,"IZ","31","31","561c","CDI","O","P","ct_9",958,"tr_0"
79230,"PZ","35","35","423b","CDI","O","C","ct_9",767,"tr_5"
79256,"TZ","75","75","563c","CDI","O","N","ct_7",1312,"tr_1"
79257,"NZ","94","93","534a","CDI","O","C","ct_9",1771,"tr_6"
79266,"QA","33","33","684a","AUT","O","C",NA,379,NA
79269,"NZ","95","93","684a","CDI","O","P","ct_9",1051,"tr_1"
79273,"MA","57","93","477b","CDI","O","C","ct_9",1901,"tr_6"
79280,"QB","59","59","431f","CDI","O","P","ct_8",1448,"tr_4"
79285,"GZ","83","83","542a","CDI","O","P","ct_6",900,"tr_1"
79288,"CH","81","81","624d","CDI","O","C","ct_9",1608,"tr_4"
79302,"KZ","17","79","388b","CDI","O","C","ct_9",1820,"tr_6"
79304,"GZ","24","24","554e","CDI","O","P","ct_9",329,"tr_2"
79307,"CJ","34","34","373d","CDI","O","C","ct_9",1820,"tr_3"
79308,"QB","2A","2A","431f","CDI","O","C","ct_8",1785,"tr_3"
79328,"QA","32","32","525d","CDI","O","P","ct_9",1820,"tr_5"
79330,"JC","93","92","388b","CDI","O","C","ct_9",1639,"tr_5"
79332,"KZ","62","62","467a","CDI","O","C","ct_9",1820,"tr_3"
79408,"QA","69","69","431a","CDI","O","C","ct_8",1820,"tr_6"
79412,"CH","60","60","546c","CDI","O","C","ct_9",1785,"tr_3"
79420,"QB","75","75","563b","CDI","O","N","ct_7",1437,"tr_1"
79422,"OZ","22","22","545d","CDI","O","C","ct_4",2020,"tr_4"
79426,"QA","92","94","542a","CDI","O","C","ct_9",1961,"tr_6"
79441,"FZ","35","35","632f","CDI","O","C","ct_9",1631,"tr_1"
79468,"CC","01","01","675b","CDI","O","C","ct_9",1942,"tr_3"
79470,"SZ","93","93","526a","CDI","O","C","ct_8",3000,"tr_2"
79476,"QA","70","70","526e","CDI","O","C","ct_9",1936,"tr_2"
79480,"PZ","14","14","423b","CDI","O","P","ct_9",375,"tr_1"
79492,"CL","31","31","543g","CDI","O","C","ct_9",1798,"tr_6"
79511,"KZ","94","91","461b","CDI","O","C","ct_9",1820,"tr_6"
79548,"CL","95","78","387c","CDI","O","C","ct_9",1906,"tr_6"
79549,"QB","21","21","431f","CDI","O","C","ct_8",1421,"tr_4"
79555,"GZ","83","83","556a","CDI","O","C","ct_9",1614,"tr_3"
79568,"OZ","52","52","387e","CDI","O","C","ct_8",1820,"tr_2"
79581,"QB","13","13","563b","CDI","O","P","ct_8",1135,"tr_2"
79610,"GZ","13","13","462e","CDI","O","C","ct_9",759,"tr_3"
79618,"QA","75","93","526a","CDI","O","C","ct_9",2831,"tr_6"
79639,"JB","92","78","543g","CDI","O","C","ct_9",1820,"tr_6"
79642,"HZ","59","59","466c","CDI","O","C","ct_9",1645,"tr_5"
79647,"QA","47","31","431d","CDI","O","P","ct_9",1295,"tr_1"
79649,"DZ","27","76","386b","CDI","O","C","ct_9",1750,"tr_5"
79654,"QA","66","66","525d","CDI","O","C","ct_9",1822,"tr_6"
79662,"TZ","59","59","563a","CDI","O","N","ct_7",841,"tr_1"
79669,"GZ","71","71","373d","CDI","O","P","ct_6",1560,"tr_1"
79682,"MA","95","93","475a","CDI","O","C","ct_9",1820,"tr_5"
79695,"QA","77","75","451h","CDI","O","C","ct_3",1820,"tr_6"
79701,"CC","45","45","675b","CDI","O","C","ct_9",467,"tr_5"
79708,"KZ","42","42","467c","CDI","O","C","ct_8",1828,"tr_1"
79721,"QB","14","14","525d","CDI","O","C","ct_8",1820,"tr_3"
79725,"PZ","62","62","421b","CDI","O","C","ct_8",2730,"tr_3"
79726,"FZ","89","89","542a","CDI","O","P","ct_9",624,"tr_1"
79731,"QA","28","28","433a","CDI","O","C","ct_9",1820,"tr_1"
79750,"OZ","54","54","461d","CDI","O","P","ct_8",728,"tr_6"
79760,"PZ","56","56","341a","CDI","O","C","ct_8",1820,"tr_4"
79790,"GZ","59","59","551a","CDI","O","P","ct_9",1083,"tr_1"
79798,"IZ","69","69","636d","CDI","O","C","ct_9",1658,"tr_1"
79801,"PZ","94","94","372d","CDI","O","C","ct_5",1820,"tr_4"
79869,"IZ","77","92","561f","CDI","O","C","ct_9",1183,"tr_2"
79898,"QB","18","41","431a","CDI","O","C",NA,168,NA
79904,"QA","59","59","525d","CDI","O","C","ct_3",1829,"tr_6"
79908,"HZ",NA,NA,"333c","CDI","O","P","ct_9",1323,"tr_3"
79925,"NZ","39","39","543e","CDI","O","P","ct_8",1237,"tr_4"
79935,"QA","31","31","526b","CDI","O","P","ct_6",757,"tr_1"
79941,"GZ","64","64","462e","CDI","O","C","ct_9",1631,"tr_2"
79949,"HZ","59","59","451a","CDI","O","C","ct_9",1820,"tr_3"
79955,"KZ","13","13","467b","CDI","O","C","ct_9",1849,"tr_6"
79965,"QA","40","40","526b","CDI","O","P","ct_6",1468,"tr_1"
79967,"TZ","60","60","563a","CDI","O","C",NA,414,NA
79986,"RZ","75","92","542a","CDI","O","C","ct_8",1232,"tr_4"
79992,"QA","93","93","525d","CDI","O","C","ct_9",1874,"tr_6"
80047,"SZ","86","86","375b","CDI","O","P","ct_4",98,"tr_3"
80075,"GZ","67","67","643a","CDI","O","C","ct_9",1695,"tr_3"
80079,"SZ","95","95","435b","CDI","O","P","ct_8",361,"tr_1"
80086,"NZ","93","92","684a","CDI","O","C","ct_9",2028,"tr_1"
80094,"CH","02","02","628c","CDI","O","C","ct_9",1650,"tr_5"
80115,"OZ","62","59","376e","CDI","O","C","ct_8",1820,"tr_6"
80117,"QB","55","54","543b","CDI","O","C","ct_8",1820,"tr_4"
80126,"KZ","93","77","543g","CDI","O","C","ct_9",1092,"tr_3"
80131,"TZ","76","76","563c","CDI","O","P",NA,874,NA
80147,"AZ","38","51","691d","CDI","O","C",NA,211,NA
80149,"HZ","88","88","451a","CDI","O","C","ct_9",1820,"tr_2"
80162,"OZ","54","54","373b","CDI","O","C","ct_1",1365,"tr_5"
80199,"QB","62","62","563a","AUT","O","C","ct_2",1653,"tr_6"
80214,"GZ","67","75","374d","CDI","O","C","ct_9",1532,"tr_5"
80224,"NZ","93","78","684a","CDI","O","C","ct_9",758,"tr_6"
80242,"NZ","69","69","681a","TTP","O","C","ct_9",1650,"tr_1"
80250,"NZ","69","69","691c","AUT","X","P","ct_8",1508,"tr_3"
80251,"JB","18","18","555a","CDI","O","C","ct_9",1924,"tr_6"
80254,"HZ","75","93","451a","CDI","O","C","ct_9",537,"tr_3"
80260,"OZ","57","57","472c","CDI","O","C","ct_8",155,"tr_6"
80271,"HZ","72","72","641b","CDI","O","P","ct_9",859,"tr_3"
80275,"QA","06","06","344a","CDI","O","P","ct_8",182,"tr_6"
80279,"OZ","42","69","462e","CDI","O","C","ct_8",1849,"tr_6"
80301,"NZ","95","75","545b","TTP","O","C","ct_9",1465,"tr_2"
80303,"QB","78","78","525d","CDI","O","C","ct_9",1201,"tr_4"
80324,"SZ","33","33","691b","CDI","O","C","ct_8",384,"tr_1"
80330,"KZ","69","69","376e","CDI","O","C","ct_9",1637,"tr_1"
80343,"NZ","91","75","684a","CDI","O","C",NA,159,"tr_1"
80365,"NZ","93","92","543f","CDI","O","C","ct_9",1200,"tr_6"
80368,"CM","71","13","387e","CDI","O","C","ct_9",1208,"tr_5"
80370,"QB","62","62","525d","CDI","O","P","ct_8",1140,"tr_2"
80381,"QB","85","45","526a","CDI","O","C","ct_3",2027,"tr_4"
80385,"RZ","21","21","435b","CDI","O","C",NA,375,NA
80397,"MA","06","06","461b","CDI","O","P","ct_9",780,"tr_1"
80419,"MC","69","69","461d","CDI","O","C","ct_9",613,"tr_0"
80421,"QB","83","83","422a","CDI","O","P","ct_8",647,"tr_4"
80424,"GZ","80","80","554e","CDI","O","P","ct_9",1011,"tr_1"
80430,"CA","31","94","374c","CDI","O","C","ct_9",1215,"tr_6"
80438,"OZ","45","45","525a","AUT","O","P","ct_2",1333,"tr_6"
80440,"TZ","34","34","563c","CDI","O","C",NA,587,NA
80444,"QA","81","81","332b","CDI","O","P","ct_3",1456,"tr_6"
80466,"GZ","59","59","461b","CDI","O","P","ct_9",1277,"tr_1"
80473,"QA","75","75","526a","AUT","O","C","ct_3",1647,"tr_6"
80483,"SZ","92","92","435b","CDI","O","P","ct_8",1698,"tr_6"
80502,"CB","75","75","675a","CDI","O","C","ct_9",834,"tr_0"
80509,"LZ","10","10","564a","CDI","O","C","ct_5",1820,"tr_5"
80510,"TZ","68","68","563c","CDI","O","C",NA,124,NA
80515,"QB","11","11","434a","CDI","O","C","ct_8",1062,"tr_4"
80520,"CE","60","60","674a","CDI","O","C","ct_9",1826,"tr_6"
80522,"QA","78","75","526b","CDI","O","C","ct_9",1765,"tr_1"
80524,"LZ","86","86","463e","CDI","O","C","ct_9",1820,"tr_1"
80526,"GZ","59","59","462b","CDI","O","C","ct_9",1517,"tr_3"
80543,"GZ","76","76","463d","CDI","O","C","ct_9",1820,"tr_3"
80560,"SZ","54","54","563b","CDI","O","P","ct_8",358,"tr_2"
80561,"GZ","69",NA,"463b","CDI","O","C","ct_9",2080,"tr_1"
80581,"GZ","94","75","465a","CDI","O","C","ct_9",1149,"tr_5"
80598,"QB","12","12","526d","CDI","O","C","ct_8",1820,"tr_4"
80622,"QB","13","13","563b","TOA","O","C",NA,322,NA
80630,"PZ","94","93","461b","CDI","O","C","ct_8",1112,"tr_1"
80631,"GZ","38","38","462a","CDI","O","C","ct_9",3000,"tr_1"
80641,"QA","71","71","542a","CDI","O","C","ct_9",1571,"tr_4"
80653,"HZ","89","89","451a","CDI","O","C","ct_9",1824,"tr_3"
80670,"QA","75","75","431a","CDI","O","C","ct_8",1767,"tr_6"
80671,"GZ","59","59","554e","CDI","O","P","ct_9",950,"tr_1"
80685,"CJ","67","67","673c","CDI","O","C","ct_9",1778,"tr_6"
80687,"NZ","32","32","691e","CDI","O","C","ct_8",1854,"tr_5"
80693,"GZ","94","78","374d","CDI","O","P","ct_9",394,"tr_1"
80722,"AZ",NA,"05","691d","CDI","O","C",NA,192,NA
80726,"KZ","45","45","461c","CDI","O","C","ct_8",1820,"tr_5"
80733,"QA","94","75","332b","CDI","O","C","ct_3",1820,"tr_6"
80736,"IZ","91","75","632g","CDI","O","C","ct_9",883,"tr_5"
80748,"FZ","61","27","621a","CDI","O","C","ct_9",1798,"tr_3"
80750,"GZ","23","23","643a","CDI","O","C","ct_9",1594,"tr_1"
80760,"IZ","44","44","468b","CDI","O","C","ct_9",1828,"tr_2"
80763,"GZ","59","59","461f","CDI","O","C","ct_9",1026,"tr_4"
80768,"GZ","36","36","463b","CDI","O","N",NA,139,NA
80778,"GZ","92","75","653a","CDI","O","C","ct_9",1420,"tr_1"
80782,"JA",NA,NA,"465b","CDI","O","C","ct_9",1877,"tr_5"
80798,"FZ","77","77","485a","CDI","O","C","ct_9",212,"tr_0"
80806,"LZ","70","70","525c","CDI","O","C","ct_5",1645,"tr_2"
80820,"QB","58","58","434a","CDI","O","C","ct_8",1820,"tr_2"
80824,"FZ","06","06","632a","CDI","O","C","ct_9",1171,"tr_1"
80836,"PZ","75","93","421b","CDI","O","C","ct_8",1992,"tr_2"
80843,"QB","67","67","563b","CDI","O","P","ct_9",1297,"tr_3"
80865,"GZ","43","43","554a","CDI","O","C","ct_9",977,"tr_1"
80866,"QA","92","75","431f","CDI","O","P","ct_8",597,"tr_6"
