pkey,retirement_pay
59642,15071
59648,23501
59668,25313
59671,25642
59680,10881
59681,18118
59682,25569
59685,25558
59692,20010
59697,17351
59702,19160
59706,11576
59711,10372
59730,18261
59737,17297
59738,9521
59743,14341
59745,25574
59749,11862
59757,12595
59764,22945
59771,16061
59796,15084
59799,21122
59809,14121
59810,20723
59816,24183
59818,15878
59821,11230
59829,26780
59859,19144
59871,15876
59878,18104
59884,24973
59887,14895
59888,23216
59917,12320
59926,13027
59930,19320
59933,16910
59939,30123
59945,10881
59948,24340
59977,14625
59979,29060
59984,21706
59994,19292
59998,14864
60005,13765
60009,29087
60018,20166
60030,11399
60031,30152
60035,20487
60046,11127
60049,18339
60055,18789
60060,15340
60066,25260
60076,25982
60079,24619
60088,19298
60094,46545
60097,25624
60100,18945
60107,23934
60109,14447
60117,23934
60129,10333
60131,14046
60141,16155
60154,29338
60156,23424
60158,11418
60182,21132
60185,11203
60191,13751
60211,21082
60217,16784
60218,12930
60221,20421
60222,16012
60223,12931
60236,14653
60237,12337
60240,23013
60249,15870
60255,18356
60270,14243
60272,12022
60277,24622
60288,12000
60297,46040
60319,17030
60328,17252
60334,10881
60342,21633
60354,15181
60356,13648
60364,11662
60373,26001
60384,15777
60395,14637
60397,12385
60413,21508
60425,30806
60427,25423
60446,20291
60453,19416
60480,25409
60482,17507
60501,22450
60503,13827
60505,21964
60509,42528
60513,13319
60514,16906
60519,16234
60535,9923
60541,21522
60545,12925
60548,25430
60550,14106
60562,29265
60598,12552
60604,18074
60607,25826
60618,20225
60623,11862
60626,11392
60638,22056
60643,9764
60648,23434
60652,15110
60655,10209
60658,11226
60661,17201
60663,15113
60678,11528
60689,15176
60700,10499
60706,16845
60712,13070
60715,8930
60718,14123
60724,20755
60731,16847
60733,19228
60743,22934
60753,25770
60760,15551
60765,24275
60784,14677
60785,15275
60799,10049
60805,21209
60813,12372
60814,17675
60820,18044
60835,35764
60866,11398
60868,17739
60875,19464
60882,15569
60886,15003
60888,13872
60890,8881
60901,11029
60911,20864
60912,27459
60913,18700
60923,26724
60924,23136
60934,15233
60959,18600
60968,18353
60975,32755
60992,23748
61008,21713
61010,11862
61013,22564
61014,10881
61020,19238
61029,12094
61030,10303
61036,19667
61046,14909
61060,11218
61061,10881
61074,8881
61082,18234
61122,11853
61123,15987
61125,15171
61127,22475
61129,11486
61133,11862
61141,16192
61142,21145
61146,15490
61149,16358
61194,18210
61200,13694
61208,18695
61213,11897
61227,16474
61233,20178
61241,10207
61282,19279
61297,14794
61317,20050
61318,20536
61319,20485
61322,30931
61337,12301
61344,11584
61346,12908
61348,30810
61349,14971
61366,14070
61375,11038
61380,14249
61388,16337
61408,11611
61435,22626
61440,90925
61442,17439
61447,10753
61449,15866
61459,15569
61464,23890
61467,18379
61469,17471
61492,14392
61495,21828
61496,11292
61501,29054
61506,28570
61517,16042
61533,11505
61555,11398
61562,12260
61571,18568
61580,9930
61609,47022
61626,10132
61640,25358
61651,39875
61654,32496
61657,9536
61668,22327
61678,24407
61684,12966
61687,23971
61709,15884
61711,26805
61720,12008
61727,13989
61739,20284
61744,20189
61755,10040
61761,12298
61772,11862
61774,25104
61793,19537
61832,12037
61839,8881
61844,20209
61851,14200
61868,35793
61872,15774
61881,10881
61882,8881
61888,31423
61890,14837
61895,12039
61896,23422
61899,21850
61910,31260
61913,15205
61917,12499
61924,10971
61934,11717
61973,22627
61974,8881
61981,20186
61989,14898
61991,12687
62000,14240
62001,17086
62010,12757
62025,16402
62031,27842
62057,9676
62060,13482
62065,18287
62084,20276
62091,15433
62109,19280
62116,19639
62128,15619
62147,18791
62149,21612
62155,18610
62164,12108
62166,13400
62173,13831
62174,13273
62205,12969
62213,12932
62223,11125
62245,12375
62251,31608
62253,12549
62276,13004
62283,22758
62293,23327
62305,13278
62308,25751
62311,11921
62313,12024
62329,29312
62333,20554
62338,21945
62340,18515
62344,23325
62354,8881
62359,10881
62384,19909
62386,35161
62388,19561
62394,16778
62400,21428
62411,16141
62416,25128
62442,11862
62473,23038
62481,30410
62484,10881
62506,10582
62512,18814
62514,11495
62518,23889
62520,13358
62551,23213
62561,12264
62572,20383
62574,20019
62586,14191
62588,17591
62595,10720
62616,19044
62620,10177
62624,10881
62634,16896
62642,22328
62646,82818
62655,15423
62673,29724
62677,14421
62690,10141
62703,28875
62711,8881
62724,10881
62731,9760
62735,30570
62749,25647
62751,14470
62777,16123
62781,14875
62787,14107
62791,9731
62799,10897
62803,14677
62812,11989
62815,18830
62834,13927
62852,14473
62857,23667
62860,15819
62867,20505
62878,12737
62884,15655
62891,25826
62894,12168
62906,8881
62919,25880
62926,20187
62938,11014
62961,21516
62972,11075
62973,11230
62979,18914
62990,17685
62994,11484
63003,16445
63010,22514
63024,12793
63030,14395
63042,19852
63044,14266
63059,25176
63071,14638
63076,10881
63088,21056
63089,32896
63100,22411
63101,12820
63109,27730
63116,18640
63121,14525
63131,10881
63150,13145
63161,16198
63172,19747
63179,20250
63188,14187
63189,13744
63195,15204
63231,27661
63242,12603
63246,10682
63247,10881
63248,22247
63258,29825
63280,13368
63299,10881
63302,25417
63305,16500
63318,29793
63331,20339
63349,12854
63350,139129
63361,14021
63411,24296
63424,10904
63426,25560
63444,14492
63455,25444
63456,10995
63465,10881
63471,15675
63475,20168
63504,18828
63505,15350
63510,22593
63512,13768
63518,21389
63527,10212
63528,18548
63534,23445
63535,18105
63551,17237
63572,24963
63573,12733
63581,14356
63588,23908
63590,18445
63592,20291
63602,23863
63604,23646
63614,26540
63615,12515
63619,14795
63622,13684
63652,13488
63659,25351
63666,11221
63674,10277
63692,19483
63694,17651
63698,20291
63704,12300
63710,17101
63718,9564
63723,27980
63729,14095
63736,25497
63740,16657
63767,16914
63769,15364
63775,11397
63821,11613
63831,19587
63837,20543
63847,14898
63860,10881
63864,20102
63869,24248
63887,30866
63888,16089
63893,11182
63897,18648
63899,23980
63903,11418
63911,19715
63913,17954
63917,23758
63927,20609
63957,23044
63958,15881
63967,18409
63973,14305
63979,18298
63982,12182
63988,20145
64006,14595
64008,13516
64011,15279
64014,15055
64049,15184
64061,12080
64069,23609
64073,19567
64088,13422
64112,11862
64119,18904
64121,20030
64124,11853
64131,14700
64132,26574
64139,17127
64154,9729
64172,12184
64189,12708
64202,10881
64208,20389
64223,17877
64231,18441
64232,25840
64234,14549
64237,13573
64241,11665
64248,10881
64253,38846
64254,16564
64280,13151
64306,16139
64315,10881
64320,13898
64338,14742
64362,10881
64375,31646
64379,25455
64380,19855
64385,13574
64398,31500
64400,14841
64402,36258
64404,30193
64426,9050
64472,19839
64482,20128
64483,24319
64491,14627
64503,15264
64510,18670
64520,16427
64544,13757
64557,11446
64566,21592
64568,12282
64569,17135
64575,15790
64587,20102
64599,19713
64616,10881
64625,16489
64633,25344
64641,13171
64651,13129
64652,37326
64656,13135
64661,25030
64671,18553
64674,24008
64688,14534
64689,12392
64722,10881
64726,9613
64731,18981
64734,25782
64736,20169
64764,11236
64767,15646
64795,25635
64804,10993
64812,20355
64817,21141
64819,10881
64820,8881
64823,18392
64829,19226
64836,15371
64840,17265
64852,12494
64867,16462
64882,28669
64884,13733
64890,17626
64902,17911
64909,14605
64918,14809
64945,17282
64964,22956
64986,27987
65010,17426
65018,13935
65034,14027
65038,20724
65048,13341
65055,10904
65074,10881
65091,12365
65092,24888
65147,31141
65167,14620
65181,14851
65183,10883
65185,13372
65237,13494
65258,11311
65264,30284
65265,16127
65276,16674
65279,23894
65283,13432
65287,12775
65311,19204
65312,16373
65349,13421
65357,14429
65362,12111
65375,20399
65379,12493
65399,8881
65420,20731
65421,19841
65429,8881
65452,11879
65460,20172
65467,25481
65491,18010
65498,17094
65499,26032
65515,19624
65550,29418
65560,10868
65564,27078
65566,15494
65569,12639
65570,10881
65571,20642
65573,10722
65578,10881
65579,32404
65603,24325
65617,21297
65620,18863
65625,18127
65628,25492
65635,9571
65651,11967
65670,15866
65679,26335
65712,21301
65728,31160
65737,17763
65740,13648
65742,17541
65750,10379
65756,19840
65768,21275
65769,12297
65774,10536
65783,19883
65799,19800
65803,13220
65815,16345
65818,19936
65822,13045
65827,15670
65837,23328
65848,25995
65866,9945
65868,10881
65875,23806
65882,18057
65909,13522
65919,15059
65921,21114
65952,19271
65957,19440
65961,17489
65970,50998
65977,12985
66024,13534
66026,13393
66028,16440
66040,16427
66062,11156
66064,25915
66066,17562
66073,10533
66077,25966
66092,10881
66102,49999
66105,15420
66112,20075
66132,20254
66133,41896
66138,24612
66142,22566
66147,20855
66148,13337
66156,23011
66158,27759
66160,10564
66165,13826
66169,18065
66181,10881
66184,15357
66191,24215
66195,14476
66197,18624
66214,12252
66236,19685
66241,12858
66254,16385
66255,12328
66261,12343
66273,8881
66277,17144
66278,42714
66283,13578
66287,14967
66312,17628
66317,10970
66323,20377
66326,11849
66340,17975
66398,21496
66400,11862
66410,10881
66413,14520
66414,17104
66422,19428
66424,25064
66426,18153
66450,23739
66454,11741
66459,19038
66462,26426
66468,16737
66472,14396
66476,13020
66478,47225
66479,32052
66502,15973
66514,32066
66515,11321
66520,40885
66533,26477
66536,38100
66545,9775
66546,25835
66547,20609
66551,23763
66555,11491
66568,17914
66575,17516
66581,13985
66582,16382
66587,13259
66589,20279
66601,20802
66607,12275
66609,15244
66636,23297
66639,22362
66642,17025
66650,14589
66662,13507
66672,25628
66673,10881
66684,22383
66686,15324
66690,19552
66704,12987
66708,21480
66710,12612
66719,10881
66726,22066
66727,18976
66738,13022
66745,25253
66757,20802
66767,24699
66777,18173
66781,30191
66814,12323
66823,18921
66843,32399
66845,50715
66847,10881
66853,25123
66854,16732
66878,13522
66880,27889
66884,13534
66889,17220
66899,32166
66909,15571
66914,26452
66959,16675
66969,21736
66975,15953
66987,11916
66989,15166
67001,10881
67004,35207
67010,17991
67016,10881
67027,21054
67029,24217
67071,8881
67078,8881
67083,30710
67094,23412
67099,13130
67101,13502
67109,11740
67113,25984
67114,25428
67118,13982
67129,17049
67151,24527
67169,23488
67171,13835
67174,34857
67181,18136
67199,23084
67216,30713
67230,13765
67247,22553
67248,9346
67249,10884
67250,17443
67256,11862
67272,13562
67286,14728
67288,18741
67294,15245
67306,10881
67311,17485
67324,28247
67342,18054
67371,13713
67377,16384
67378,11262
67383,12058
67398,13289
67424,12125
67430,20541
67431,21329
67444,17939
67452,9887
67463,16055
67464,40313
67486,20204
67487,8881
67494,13058
67502,15906
67503,13564
67504,25298
67521,30576
67529,20144
67538,16364
67540,10881
67545,31364
67573,14679
67581,14884
67587,28185
67597,24027
67612,12095
67618,18450
67619,41760
67620,12693
67629,27756
67640,16915
67642,10702
67643,9550
67650,36905
67672,18494
67681,20399
67703,13661
67707,23640
67716,13651
67724,28696
67728,42865
67737,16161
67742,23510
67748,12047
67753,23122
67757,9218
67758,24953
67762,24717
67771,14523
67787,9059
67793,17917
67801,20183
67802,22561
67808,25997
67820,9098
67821,29567
67833,11971
67843,11763
67857,15386
67864,24302
67868,20389
67872,12944
67878,11174
67894,16368
67900,34080
67911,23238
67916,17287
67927,12060
67937,14108
67940,26217
67951,11940
67952,20233
67967,11313
67980,19598
67986,8881
67987,13416
67990,16023
67991,10249
68007,17452
68024,19780
68027,13940
68042,39539
68043,11136
68059,32212
68061,19596
68077,13728
68078,28815
68086,19200
68089,21936
68091,14568
68094,9739
68102,17673
68113,20352
68115,13433
68120,29347
68122,15375
68129,17260
68139,11435
68145,13064
68151,19743
68154,25995
68160,17372
68162,43880
68167,21809
68171,16537
68172,25775
68179,32181
68186,30592
68191,13307
68198,13118
68200,22320
68204,26365
68212,13970
68219,23904
68225,17861
68246,24435
68262,10281
68267,25460
68274,12703
68279,16857
68286,12414
68313,12179
68319,20460
68324,25097
68325,14512
68329,10881
68330,16992
68332,16152
68337,12409
68341,23518
68343,20304
68346,15790
68365,11148
68368,23392
68387,17091
68391,21244
68400,21277
68403,14220
68410,33299
68414,23663
68417,15706
68432,16568
68441,10881
68448,25806
68450,12858
68451,12983
68457,14678
68465,10881
68468,19478
68472,24991
68474,31817
68480,12067
68484,11975
68487,44446
68491,9762
68495,14786
68500,12013
68501,16743
68510,14725
68520,13121
68536,15068
68547,31845
68562,21328
68567,13380
68583,15522
68609,16942
68613,12209
68621,11220
68637,12708
68656,12739
68657,9125
68661,12641
68663,18008
68668,13558
68673,14824
68678,18064
68681,20004
68682,8881
68693,16519
68700,18930
68705,15229
68721,15452
68736,10943
68738,21158
68750,15478
68765,23390
68815,8881
68827,16490
68828,10881
68837,21616
68839,12841
68845,10960
68857,18780
68858,22752
68862,12905
68864,16960
68866,20281
68872,12724
68888,19315
68896,19015
68910,31843
68911,13351
68919,17354
68921,25452
68928,19195
68929,19427
68936,15675
68937,13778
68985,25030
68996,17690
69002,14195
69020,17541
69039,24236
69067,25722
69068,25440
69071,25755
69093,12024
69102,31859
69113,23959
69118,32854
69119,25111
69122,18392
69123,12283
69125,25289
69127,8881
69129,11722
69131,20853
69132,19280
69138,32190
69144,12889
69150,19956
69160,25584
69173,22371
69182,11727
69191,11862
69200,18404
69209,19782
69215,23107
69223,13131
69231,23315
69235,13462
69238,10787
69251,16369
69255,12415
69265,18119
69266,13362
69274,14130
69276,20234
69279,13268
69287,17993
69300,24731
69301,35274
69323,28124
69326,11640
69343,19304
69345,13586
69357,11431
69358,16451
69359,29736
69362,22452
69383,22756
69389,13540
69390,19706
69396,12689
69416,19961
69426,33858
69431,16900
69432,17007
69440,24260
69446,16180
69452,17611
69457,11949
69474,17503
69480,10912
69485,57554
69488,8881
69502,15465
69503,13102
69510,15457
69513,14113
69520,11862
69527,18637
69528,13118
69536,25498
69547,16766
69556,19642
69564,17685
69565,13622
69576,20592
69580,31801
69588,14300
69598,18944
69601,31348
69606,16391
69616,18853
69635,19220
69653,17483
69654,13022
69657,18367
69659,13046
69661,13065
69711,14749
69713,17379
69718,30627
69751,17407
69762,23290
69768,11482
69785,11549
69807,12545
69819,23464
69831,16716
69833,27057
69834,11102
69838,23238
69839,23807
69861,12993
69862,52043
69875,12073
69882,16644
69883,17471
69885,21848
69899,24596
69934,11895
69942,10881
69967,15983
69994,17754
69998,28727
70007,18063
70065,30561
70066,13400
70069,8881
70080,8881
70087,15616
70123,31590
70125,25526
70134,31378
70136,19626
70140,31297
70150,23897
70152,13974
70155,14575
70164,18320
70184,11862
70194,25171
70209,12520
70211,17856
70214,15927
70242,19780
70256,14426
70280,20921
70282,14092
70298,19676
70315,13512
70334,16658
70336,29126
70355,11827
70368,22455
70370,10881
70414,15390
70424,25896
70444,18862
70457,12368
70462,8881
70487,10516
70491,11269
70500,15611
70520,10881
70537,13906
70538,17894
70548,17653
70569,31141
70571,13774
70577,71010
70596,32060
70605,12246
70665,20071
70675,10881
70683,26021
70687,18315
70716,16166
70719,20842
70721,20198
70728,12898
70736,18105
70751,15378
70772,15298
70780,13300
70808,10881
70812,12237
70828,26222
70832,18660
70860,10881
70871,10738
70880,10015
70895,18387
70899,20880
70908,17764
70924,10881
70938,15868
70940,10881
70956,16556
70977,17370
70982,19097
70987,19089
71033,8881
71055,11009
71058,45578
71059,25939
71078,20808
71095,21805
71102,25058
71124,16840
71132,18096
71133,30765
71160,13809
71171,26372
71189,13727
71191,18317
71197,13032
71213,25040
71236,13948
71251,21056
71266,54312
71346,16006
71348,30731
71367,25870
71371,10881
71401,19211
71465,31655
71474,19064
71475,24511
71491,13165
71506,20374
71516,20322
71518,15430
71519,31876
71534,11573
71536,25330
71551,20282
71581,27282
71598,33525
71602,17244
71606,19510
71609,13621
71613,29231
71614,25813
71625,26427
71641,22616
71650,17264
71651,31139
71679,23391
71687,25687
71714,13112
71726,20065
71741,34581
71763,28096
71774,26171
71797,16080
71801,20028
71835,28794
71868,32267
71885,19346
71890,20532
71894,17075
71933,12861
71942,11476
71953,13606
71971,14694
71981,13526
71982,18186
71987,31786
72008,38409
72011,14981
72055,24164
72065,10881
72066,22345
72070,11440
72100,30280
72103,17059
72105,18952
72111,16541
72131,36115
72151,24803
72159,21546
72161,12278
72162,10881
72180,10881
72189,15295
72195,25257
72196,14729
72208,20258
72226,12750
72229,30796
72263,14817
72298,25553
72303,10881
72328,23998
72332,43172
72346,12394
72366,18162
72379,21996
72391,20590
72450,20275
72472,32379
72480,57372
72492,11080
72511,32732
72530,22632
72615,14535
72634,18194
72659,13524
72664,10881
72690,20828
72698,19645
72715,24428
72734,23897
72747,23812
72749,29511
72752,19947
72758,14144
72768,18624
72775,30760
72782,21083
72796,9924
72800,12789
72817,14428
72819,38882
72843,13834
72854,19975
72860,21893
72862,19945
72864,48649
72877,27030
72883,12140
72889,18372
72894,20389
72901,13545
72905,20179
72909,16312
72939,13240
72962,19540
72963,21503
72973,37635
72994,34553
73010,26683
73028,29702
73045,20745
73046,14272
73048,10881
73051,10881
73052,29506
73080,24713
73087,15869
73105,23168
73121,13706
73126,19135
73134,19165
73149,19351
73155,11012
73157,26961
73180,24220
73183,13744
73191,21841
73194,13965
73197,31824
73198,10881
73204,11941
73240,10881
73242,12459
73243,14036
73257,10270
73271,23184
73275,14094
73285,30172
73291,19114
73304,20061
73328,11620
73334,13103
73357,32467
73362,10881
73373,14862
73385,28882
73464,13330
73466,25490
73480,10881
73488,23492
73491,14268
73509,15090
73512,20237
73517,10388
73532,12989
73561,13091
73565,19833
73567,20348
73570,13784
73589,11168
73594,31743
73596,10881
73612,24112
73620,40172
73628,16498
73654,18950
73656,20806
73664,13728
73676,23294
73690,12025
73703,25713
73730,23348
73732,19151
73743,10881
73749,34382
73756,16539
73766,16021
73771,23971
73799,17036
73806,14492
73819,17608
73821,14602
73842,23547
73853,32581
73864,10881
73878,11584
73887,15227
73891,24333
73892,18032
73909,14780
73914,13083
73924,15270
73927,19327
73942,31168
73949,17964
73950,15530
73952,19783
73956,19539
73961,10881
73969,10881
73970,17094
73974,16642
73991,33915
73995,19592
74001,39176
74003,33660
74020,35026
74047,14204
74080,11422
74089,23128
74124,14126
74154,11723
74156,8881
74177,15084
74179,15688
74217,14066
74223,21446
74233,14377
74255,25452
74269,11923
74313,26031
74334,18285
74342,18635
74354,10532
74382,17840
74385,10881
74395,18021
74409,13130
74414,20267
74433,12125
74437,12962
74449,12615
74454,17372
74459,21865
74470,15869
74486,15810
74506,10881
74547,14164
74552,20249
74554,13200
74568,14907
74574,14866
74575,17593
74576,12071
74583,23612
74590,31168
74604,20785
74617,12200
74620,22502
74627,19004
74631,14087
74643,23780
74653,16101
74659,18241
74669,26045
74670,12714
74678,11976
74680,21948
74681,21599
74684,19128
74685,31989
74690,10993
74701,24561
74730,10656
74737,11049
74742,12457
74745,18172
74750,31300
74774,25505
74789,10881
74792,8881
74801,17061
74803,21184
74822,25538
74834,23017
74837,13150
74861,12729
74863,16967
74879,11516
74882,22733
74893,23363
74902,23583
74905,13038
74921,10881
74931,25526
74932,10604
74940,13646
74955,20018
74960,23270
74977,13127
74989,8881
74993,10881
75000,12797
75005,10237
75020,23086
75048,12298
75049,19346
75056,23544
75064,25644
75067,19319
75084,27986
75087,23564
75097,14027
75099,14377
75109,28152
75119,13693
75121,14473
75123,17001
75129,18313
75133,18195
75136,28360
75146,13490
75148,23213
75149,10881
75150,22161
75152,29866
75162,13733
75165,12141
75168,14851
75175,25240
75184,75362
75192,14329
75203,17046
75210,29792
75220,8881
75227,23806
75233,18147
75241,11135
75248,13952
75250,25495
75259,12816
75265,14181
75268,12258
75281,10881
75283,17542
75286,20237
75292,13080
75295,19492
75297,15871
75304,11419
75315,11706
75318,12723
75334,12673
75343,13936
75346,15376
75351,15586
75352,10881
75361,11419
75368,18315
75389,10763
75405,21147
75407,20789
75408,32293
75426,26128
75428,14045
75441,27309
75442,17848
75446,15336
75454,21229
75455,13919
75456,31358
75457,11966
75458,12454
75463,11933
75488,10881
75489,9702
75491,8881
75493,19994
75503,8881
75508,20811
75534,22588
75543,10437
75550,12797
75554,26012
75583,8881
75591,21913
75604,11457
75633,13568
75652,27285
75656,14095
75660,16075
75669,17919
75671,12194
75679,15091
75690,15465
75703,25218
75706,12048
75719,10854
75735,21437
75741,24566
75742,30454
75759,32467
75778,11528
75785,13868
75791,25634
75792,18213
75810,10881
75818,15505
75823,12011
75830,23712
75846,22795
75861,20800
75863,20135
75896,16981
75914,30547
75928,11690
75951,10881
75965,16508
75985,27161
75989,14721
76001,28685
76006,22944
76031,25513
76034,10881
76046,14531
76048,12367
76051,25433
76054,13140
76063,14381
76066,10790
76080,10881
76087,21650
76092,13748
76113,17555
76117,39995
76148,20597
76151,15353
76170,16009
76186,17376
76195,40450
76223,24767
76234,13045
76250,11735
76287,13446
76294,15108
76299,24183
76304,20706
76313,21475
76315,10908
76317,14956
76346,8881
76355,21244
76372,31115
76383,22137
76389,9255
76408,10534
76413,25687
76418,18439
76434,19198
76439,18948
76443,16846
76444,20964
76456,12422
76477,19510
76478,19873
76479,23113
76480,29210
76497,17310
76501,19112
76521,25025
76534,23702
76579,30918
76585,23831
76586,16240
76589,14667
76590,15399
76608,31037
76613,23719
76625,14723
76627,14590
76629,30294
76631,14859
76646,10096
76650,11862
76656,15087
76663,11862
76687,17614
76696,11101
76703,16772
76707,10151
76713,13832
76719,25132
76723,18504
76738,10881
76753,16287
76755,22956
76760,18404
76763,16532
76775,8881
76776,22187
76781,17738
76794,16163
76801,12948
76811,20317
76825,25438
76828,19592
76848,14658
76865,19944
76885,20902
76899,15321
76907,14202
76908,11117
76911,15910
76915,31214
76933,17985
76963,15848
76970,15272
77021,16084
77026,13479
77043,12985
77068,18727
77098,11155
77109,14467
77111,26037
77126,24188
77166,27929
77168,25895
77174,25767
77187,8881
77203,25126
77215,19063
77219,18675
77221,15221
77222,23698
77225,25743
77227,20146
77230,24434
77242,12537
77267,16669
77275,10023
77276,22575
77279,10881
77281,25588
77284,32219
77291,17714
77304,14278
77319,20051
77361,25643
77380,26022
77389,24706
77408,14744
77412,18283
77424,16397
77425,11079
77426,15703
77439,11395
77466,14051
77468,20338
77471,11246
77513,16767
77514,13714
77519,20369
77521,15598
77527,20568
77536,19623
77543,18959
77547,11615
77561,19838
77563,17972
77565,26619
77585,24349
77592,13161
77594,25124
77607,10881
77618,10916
77644,34788
77660,19227
77661,16974
77698,33491
77704,11972
77711,25451
77721,10285
77723,18241
77740,43088
77747,9413
77804,11867
77829,14976
77830,11732
77854,16840
77879,18833
77886,15701
77913,11320
77921,30948
77927,18596
77960,9596
77972,14205
77976,13276
77979,10094
77984,20966
78013,14824
78014,20639
78018,8881
78027,16908
78033,13331
78034,13330
78052,20501
78065,16981
78109,13303
78119,15837
78136,21318
78137,16297
78140,15045
78145,28493
78165,18356
78172,10881
78174,10209
78192,21701
78214,12336
78218,39072
78222,10881
78237,14402
78241,13673
78269,19108
78278,10881
78291,10934
78300,32262
78304,14666
78314,11903
78318,35154
78326,10928
78367,23946
78402,13618
78407,14304
78419,30757
78426,10134
78445,13456
78452,35647
78455,19633
78471,35534
78477,7331737
78480,17646
78483,20474
78485,12800
78494,21716
78499,17336
78505,11862
78509,10116
78513,19606
78530,17461
78558,21735
78574,15549
78584,13569
78588,14203
78591,19864
78594,28591
78605,47851
78618,31018
78626,27348
78632,33832
78633,13467
78659,19224
78668,13183
78671,21773
78726,11942
78745,35142
78749,19025
78752,10150
78763,28685
78772,10378
78783,18965
78792,11435
78807,20969
78808,24843
78817,29943
78827,13068
78847,39989
78858,9897
78860,14140
78882,15664
78893,21534
78896,11907
78901,19153
78912,24794
78916,44331
78938,25989
78954,14963
78958,12496
78963,20918
78964,12872
78984,16807
78986,21130
78992,23306
78995,19149
78999,17138
79016,9696
79018,10881
79026,16905
79032,27028
79033,10881
79034,19813
79035,17757
79088,11905
79119,50042
79148,10949
79157,12152
79167,31992
79182,19922
79193,25850
79195,20438
79196,19492
79207,11468
79230,19639
79256,11941
79257,13268
79266,11309
79269,11811
79273,17964
79280,18756
79285,10881
79288,10362
79302,30797
79304,10881
79307,30555
79308,20049
79328,17593
79330,26440
79332,20143
79408,25678
79412,14674
79420,10881
79422,17416
79426,17653
79441,13331
79468,12510
79470,21378
79476,14265
79480,22553
79492,22484
79511,19525
79548,32169
79549,14672
79555,13666
79568,25919
79581,13006
79610,40852
79618,29464
79639,18886
79642,24329
79647,29820
79649,28972
79654,13310
79662,9464
79669,11785
79682,26037
79695,25437
79701,18648
79708,18124
79721,11328
79725,22756
79726,10344
79731,18683
79750,20364
79760,16023
79790,11121
79798,12117
79801,19129
79869,13451
79898,28743
79904,13778
79908,18975
79925,13990
79935,10320
79941,23333
79949,17156
79955,23527
79965,13773
79967,11071
79986,21186
79992,13376
80047,115759
80075,10574
80079,10702
80086,19818
80094,25845
80115,25122
80117,13519
80126,45956
80131,14577
80147,19121
80149,16405
80162,27997
80199,11579
80214,25316
80224,12853
80242,12618
80250,11862
80251,16102
80254,13618
80260,24381
80271,18569
80275,69165
80279,28783
80301,12869
80303,19480
80324,8881
80330,36549
80343,29238
80365,13898
80368,38857
80370,11442
80381,13020
80385,10881
80397,19835
80419,22754
80421,21772
80424,13821
80430,37870
80438,13004
80440,8902
80444,28429
80466,13696
80473,16971
80483,12670
80502,12357
80509,15116
80510,10544
80515,28026
80520,23184
80522,13484
80524,21381
80526,24547
80543,27194
80560,12878
80561,36040
80581,19936
80598,14861
80622,14511
80630,18094
80631,21651
80641,14923
80653,15959
80670,21627
80671,12191
80685,15879
80687,13705
80693,19670
80722,19192
80726,18436
80733,26602
80736,21126
80748,25204
80750,13370
80760,15080
80763,31121
80768,26319
80778,24367
80782,24203
80798,48836
80806,13796
80820,25243
80824,10973
80836,21745
80843,11006
80865,18308
80866,27145
80871,12863
80890,19869
80892,29128
80896,11373
80899,13247
80902,17265
80909,19686
80918,19927
80922,10781
80932,17864
80933,31173
80943,20300
80945,11007
80953,25137
80960,11779
80963,17681
80969,16527
80974,19912
80976,13384
80977,13645
81005,20014
81037,24454
81038,16843
81043,19037
81045,13437
81065,27817
81091,20131
81096,23014
81100,12631
81124,12334
81126,24218
81128,25998
81157,17686
81163,24476
81166,17560
81171,19400
81172,13273
81185,16945
81191,29191
81201,24389
81218,18111
81240,10521
81249,15105
81250,16578
81261,19949
81276,16461
81277,17867
81283,20241
81299,8881
81301,10013
81317,19487
81319,17499
81342,13059
81347,25553
81354,18218
81357,13967
81363,12118
81369,24539
81371,25405
81384,9626
81396,9347
81399,12143
81409,10439
81416,13922
81420,10284
81425,14926
81435,16039
81445,12120
81455,15246
81471,11086
81477,10876
81480,25693
81481,25537
81482,14158
81488,18520
81497,25747
81507,16964
81516,17649
81530,15110
81552,10755
81558,24724
81567,13114
81573,19352
81576,19583
81579,8881
81590,9971
81606,14850
81607,13824
81612,29366
81616,11292
81620,18832
81622,12823
81630,16646
81650,20419
81681,21069
81688,14715
81694,10580
81746,22612
81751,10595
81753,13282
81775,11616
81783,25696
81795,16999
81808,11169
81818,13980
81844,24996
81853,40543
81860,15672
81861,18356
81880,20196
81881,10878
81906,13039
81919,17299
81922,14954
81929,18443
81934,10910
81943,11269
81947,21028
81948,16341
81955,9984
81967,17279
81982,14206
81991,18922
82002,23126
82007,19821
82013,10881
82016,12065
82029,32552
82034,13432
82042,31793
82045,30867
82067,16400
82068,10881
82086,23581
82106,14387
82109,19399
82115,15750
82116,16796
82127,14354
82134,11298
82155,19787
82166,23427
82167,26027
82177,11052
82179,13580
82180,13433
82181,20394
82189,14160
82192,13042
82195,12515
82200,12769
82204,13224
82211,25708
82212,10881
82226,23534
82227,12944
82234,31311
82240,9467
82252,20323
82256,18495
82261,19336
82264,21617
82265,10881
82272,14142
82301,18751
82309,24521
82312,18719
82333,26026
82350,23625
82351,29964
82352,9473
82362,17863
82367,12594
82373,15047
82379,9262
82384,25167
82391,20649
82397,20096
82398,10881
82404,11862
82413,12786
