pkey,Type_of_contract,PAY,job_dep,employer_type,employee_count,work_condition,ECO_SECT,JOB_CATEGORY,working_hours,work_desc
80742,"CDI",25722,"79","ct_9","tr_6","C","CC","O",1778,"546c"
80759,"CDI",36896,"79","ct_2","tr_3","C","QB","O",1516,"333f"
80769,"CDI",23407,"79","ct_9","tr_4","C","GZ","O",1762,"477b"
80777,"CDI",43067,"79","ct_9","tr_5","C","CK","O",1745,"383b"
80781,"CDI",44366,"79","ct_9","tr_2","C","LZ","O",1409,"376g"
80787,"CDI",13245,"79","ct_8","tr_1","C","QB","O",1559,"526c"
80814,"CDI",25047,"79","ct_9","tr_1","C","FZ","O",1660,"621a"
80816,"CDI",20929,"79","ct_9","tr_5","C","HZ","O",1845,"652a"
80821,"CDI",40915,"85","ct_9","tr_6","C","KZ","O",1821,"467a"
80822,"CDD",3254,"79","ct_8","tr_3","C","QB","O",360,"434d"
80827,"CDI",9961,"79","ct_8","tr_2","P","PZ","O",1092,"525b"
80838,"CDI",59972,"79","ct_9","tr_3","C","KZ","O",1820,"372e"
80845,"CDI",31305,"79","ct_8","tr_5","C","OZ","O",1911,"467d"
80849,"AUT",22413,"79","ct_2","tr_1","C","PZ","O",1820,"421b"
80853,"CDI",33172,"79","ct_7","tr_1","N","QB","O",3000,"563a"
80858,"CDI",51685,"79","ct_9","tr_6","C","KZ","O",1820,"376e"
80862,"CDI",9516,"79","ct_9","tr_4","C","HZ","O",808,"641a"
80864,"CDI",24753,"79","ct_9","tr_6","P","KZ","O",1087,"467c"
80881,"CDI",26590,"79","ct_9","tr_1","C","GZ","O",1669,"462c"
80889,"CDI",18456,"49","ct_9","tr_5","C","NZ","O",1820,"534a"
80891,"CDD",18983,"85","ct_9","tr_3","C","GZ","O",1638,"636a"
80900,"CDI",17136,"79","ct_8","tr_5","C","QB","O",1654,"525d"
80903,"CDI",16686,"79","ct_2","tr_2","C","EZ","O",1820,"524c"
80905,"CDI",17086,"85","ct_9","tr_2","C","CM","O",1386,"487a"
80920,"CDD",5807,"79","ct_9","tr_3","C","IZ","O",475,"561b"
80923,"CDI",10219,"79","ct_9","tr_3","P","HZ","O",937,"641b"
80925,"CDI",8571,"79","ct_9","tr_1","P","MA","O",942,"542a"
80936,"CDI",1622,"79",NA,"tr_1","P","NZ","O",166,"674c"
80940,"CDI",13907,"79","ct_8","tr_4","P","QB","O",1417,"525d"
80959,"CDI",32203,"79","ct_9","tr_5","C","CK","O",2028,"474a"
80964,"APP",14438,"79","ct_9","tr_1","C","FZ","A",1801,"681b"
80983,"CDI",13067,"79","ct_9","tr_3","C","IZ","O",1492,"561b"
80986,"CDI",29155,"79","ct_9","tr_6","C","KZ","O",1768,"543g"
80991,"CDI",20673,"79","ct_8","tr_1","C","QB","O",1820,"434e"
80992,"AUT",29853,"79","ct_1","tr_4","C","PZ","O",1820,"422d"
80995,"CDI",34056,"79","ct_8","tr_6","C","SZ","O",1820,"431f"
80996,"CDI",19418,"86","ct_9","tr_5","C","GZ","O",1357,"553c"
81008,"AUT",25788,"79","ct_2","tr_2","C","PZ","O",1820,"421b"
81022,"TTP",11105,"79","ct_9","tr_0","C","NZ","O",941,"623g"
81030,"CDD",11363,"79","ct_2","tr_6","C","OZ","O",1275,"524c"
81032,"CDI",22165,"79","ct_9","tr_6","C","CA","X",1910,"674b"
81036,"AUT",10735,"79","ct_8","tr_6","C","QB","O",1813,"631a"
81048,"CDI",22493,"79","ct_9","tr_0","C","LZ","O",1915,"552a"
81049,"CDI",12998,"79","ct_9","tr_2","C","QB","O",1827,"526c"
81057,"CDI",17517,"79","ct_9","tr_2","C","CH","O",1743,"632j"
81059,"CDI",18214,"37","ct_9","tr_4","C","HZ","O",1820,"486e"
81067,"CDI",9648,"79","ct_6","tr_1","C","SZ","O",1042,"635a"
81072,"CDI",3469,"79",NA,NA,"C","IZ","O",375,"561c"
81088,"CDI",13583,"17","ct_9","tr_6","C","KZ","O",565,"371a"
81089,"CDI",35276,"79","ct_9","tr_3","C","CF","O",1816,"433d"
81099,"CDI",22002,"79","ct_8","tr_4","C","QB","O",1893,"526d"
81101,"APP",13443,"79","ct_9","tr_2","C","CA","A",1820,"683a"
81103,"CDI",13159,"79","ct_7","tr_1","N","QB","O",3000,"563a"
81105,"CDD",5053,"79","ct_9","tr_1","C","NZ","O",488,"541b"
81106,"CDI",16132,"79","ct_6","tr_1","C","KZ","O",1820,"467c"
81109,"CDI",29175,"79","ct_9","tr_5","C","HZ","O",1759,"641a"
81111,"CDI",29315,"17","ct_9","tr_4","P","CE","O",1309,"387d"
81112,"CDI",18740,"86","ct_9","tr_5","C","GZ","O",1560,"552a"
81113,"CDI",20077,"79","ct_9","tr_6","C","CA","O",1881,"625d"
81132,"CDI",17821,"79","ct_8","tr_5","P","QB","O",1525,"526d"
81134,"CDI",19237,"79","ct_9","tr_1","C","QA","O",1766,"526e"
81135,"APP",8690,"79","ct_9","tr_1","C","FZ","A",1722,"681b"
81141,"CDI",22421,"79","ct_2","tr_6","C","OZ","O",1820,"333f"
81150,"CDI",44915,"79","ct_9","tr_5","C","CE","O",1820,"373b"
81160,"CDI",9456,"79","ct_9","tr_1","P","FZ","O",917,"542a"
81162,"CDI",6492,"79","ct_8","tr_1","P","PZ","O",607,"525a"
81179,"AUT",30124,"79","ct_2","tr_6","C","OZ","O",1820,"472d"
81186,"CDI",17316,"79","ct_9","tr_5","C","NZ","O",1779,"676e"
81199,"CDI",17410,"80","ct_9","tr_2","C","GZ","O",1685,"553c"
81200,"CDI",29201,"80","ct_8","tr_4","C","PZ","O",1820,"422b"
81204,"AUT",7504,"80","ct_2","tr_1","P","OZ","X",901,"524c"
81207,"CDI",39490,"80","ct_9","tr_1","C","KZ","O",1820,"376c"
81227,"CDI",33619,"80","ct_9","tr_3","C","FZ","O",1743,"479b"
81228,"CDI",12839,"80","ct_8","tr_5","P","PZ","O",1335,"525b"
81243,"CDI",15150,"80","ct_9","tr_5","P","NZ","O",1787,"684a"
81248,"CDI",10175,"80","ct_9","tr_1","C","FZ","O",1293,"632e"
81255,"CDI",34363,"80","ct_8","tr_3","C","MB","O",1680,"475b"
81266,"CDI",22359,"80","ct_3","tr_6","C","QA","O",1820,"431f"
81267,"CDI",26734,"80","ct_8","tr_3","C","NZ","O",2000,"691e"
81274,"CDI",21256,"80","ct_9","tr_1","C","GZ","O",1835,"433d"
81286,"CDD",21749,"76","ct_9","tr_3","C","CG","O",1720,"674d"
81287,"CDI",25903,"80","ct_2","tr_6","C","OZ","O",1820,"434d"
81305,"CDI",28414,"80","ct_9","tr_6","C","KZ","O",1820,"467a"
81313,"CDI",16161,"80","ct_9","tr_5","C","MA","O",1847,"543g"
81320,"CDI",30051,"80","ct_9","tr_5","C","CL","O",1817,"487a"
81321,"CDI",20334,"92","ct_9","tr_5","C","FZ","O",1277,"472c"
81322,"CDI",19311,"80","ct_8","tr_3","C","QB","O",1820,"526d"
81327,"CDI",17347,"80","ct_9","tr_3","C","CH","O",1817,"676c"
81330,"AUT",17267,"62","ct_2","tr_6","P","OZ","O",1088,"533a"
81336,"CDI",26381,"75","ct_8","tr_2","C","KZ","O",2663,"545c"
81343,"CDI",27838,"80","ct_8","tr_3","C","QB","O",1817,"434d"
81346,"CDD",5495,"80","ct_9","tr_1","P","SZ","O",627,"562b"
81349,"CDI",8472,"80","ct_9","tr_4","C","FZ","O",1062,"632a"
81352,"CDD",4182,"80","ct_8","tr_1","C","NZ","O",372,"563c"
81353,"CDI",23948,"80","ct_9","tr_4","C","FZ","O",1746,"671c"
81360,"TOA",12915,"80","ct_9","tr_2","C","NZ","O",1375,"691c"
81365,"CDI",4270,"80","ct_9","tr_6","P","NZ","O",361,"555a"
81367,"CDI",15793,"80","ct_9","tr_0","P","NZ","O",1660,"534a"
81368,"CDI",22817,"80","ct_9","tr_5","C","HZ","O",1778,"655a"
81379,"CDI",19392,"80","ct_8","tr_4","C","QB","O",1820,"526d"
81390,"CDI",49471,"92","ct_9","tr_6","C","CA","O",1834,"463c"
81394,"AUT",16002,"80","ct_9","tr_3","C","MA","X",1914,"543b"
81401,"CDI",29119,"80","ct_9","tr_4","C","QB","O",1764,"431a"
81403,"CDD",1179,"80",NA,NA,"P","GZ","O",127,"551a"
81404,"CDI",25460,"80","ct_9","tr_2","C","FZ","O",1644,"632f"
81410,"CDI",19895,"80","ct_9","tr_2","C","GZ","O",2034,"643a"
81421,"AUT",37221,"36","ct_1","tr_6","C","OZ","O",2272,"532a"
81422,"CDI",34428,"80","ct_9","tr_6","C","CL","O",1729,"624b"
81442,"CDD",4807,"80","ct_3","tr_6","C","QA","O",587,"525d"
81447,"TTP",14667,"80","ct_9","tr_1","C","NZ","O",1119,"671c"
81459,"CDI",7823,"80","ct_7","tr_1","N","QB","O",790,"563b"
81464,"CDI",5467,"80","ct_9","tr_1","C","FZ","O",450,"632j"
81465,"CDI",7568,"80","ct_9","tr_6","P","MC","O",994,"543g"
81478,"AUT",10004,"80","ct_2","tr_5","P","OZ","X",1225,"524c"
81479,"APP",11218,"80","ct_9","tr_4","C","FZ","A",1604,"542a"
81485,"CDD",5118,"80","ct_9","tr_2","P","SZ","O",542,"563b"
81487,"CDI",24543,"80","ct_8","tr_5","C","PZ","O",1775,"422e"
81494,"CDI",24951,"80","ct_9","tr_4","C","CG","O",1902,"472a"
81496,"CDI",14355,"80","ct_9","tr_2","C","GZ","O",1798,"551a"
81508,"CDI",16374,"80","ct_9","tr_1","C","GZ","O",1708,"542a"
81510,"CDI",41833,"80","ct_9","tr_2","C","CA","O",1849,"554a"
81513,"CDI",5675,"80","ct_7","tr_0","N","TZ","O",719,"563a"
81518,"CDD",15471,"80","ct_3","tr_6","C","QA","O",917,"431f"
81520,"CDI",1785,"80",NA,NA,"C","QB","O",145,"543g"
81526,"CDI",23264,"80","ct_9","tr_5","C","GZ","O",1961,"624c"
81529,"TTP",9785,"80","ct_9","tr_2","C","NZ","O",731,"676a"
81532,"CDI",23786,"80","ct_9","tr_5","C","CE","O",1822,"462e"
81536,"CDI",36235,"80","ct_9","tr_1","C","GZ","O",1456,"463b"
81541,"CDI",22662,"80","ct_9","tr_3","C","QA","O",2200,"526e"
81545,"CDI",18912,"80","ct_9","tr_6","C","HZ","O",1794,"676c"
81555,"AUT",27091,"80","ct_2","tr_6","C","OZ","O",1876,"533a"
81557,"CDI",15229,"80","ct_9","tr_4","C","CH","O",1647,"676c"
81560,"AUT",6350,"92","ct_9","tr_5","C","NZ","X",826,"542a"
81562,"CDI",18954,"60","ct_9","tr_2","C","HZ","O",1437,"641b"
81566,"TTP",3422,"80","ct_9","tr_1","C","NZ","O",351,"652a"
81577,"CDI",32514,"93","ct_5","tr_5","C","LZ","O",1824,"472d"
81588,"CDI",8428,"80","ct_9","tr_4","P","MC","O",1202,"643a"
81593,"TOA",7884,"80",NA,NA,"N","TZ","O",740,"563c"
81596,"CDI",51423,"76","ct_8","tr_4","C","QB","O",1820,"373b"
81603,"CDI",34617,"80","ct_9","tr_6","C","CG","O",1834,"423b"
81604,"CDI",12100,"80","ct_9","tr_2","C","CG","O",1243,"674a"
81608,"CDD",15354,"80","ct_9","tr_6","C","NZ","O",1589,"555a"
81617,"CDI",14270,"80","ct_8","tr_4","P","SZ","O",1224,"563b"
81618,"CDI",9718,"80","ct_8","tr_4","P","QB","O",306,"525d"
81624,"CDI",25611,"02","ct_9","tr_2","C","GZ","O",800,"374a"
81649,"CDI",16328,"80","ct_9","tr_1","C","GZ","O",1707,"554e"
81651,"AUT",28539,"80","ct_1","tr_6","C","PZ","O",1886,"451e"
81661,"CDI",28019,"80","ct_9","tr_1","C","CE","O",1989,"674a"
81664,"AUT",23198,"80","ct_1","tr_4","C","PZ","O",1820,"431f"
81673,"CDI",24923,"80","ct_9","tr_2","C","GZ","O",1811,"463d"
81684,"CDI",25216,"80","ct_9","tr_3","C","GZ","O",1498,"461c"
81690,"CDI",12097,"80","ct_9","tr_5","C","HZ","O",1179,"676c"
81691,"CDI",23161,"80","ct_8","tr_5","C","QB","O",1820,"434b"
81702,"CDI",19299,"80","ct_9","tr_3","C","FZ","O",1820,"681a"
81705,"CDI",12368,"80","ct_6","tr_1","C","FZ","O",1661,"681b"
81715,"CDI",16893,"91","ct_9","tr_4","C","NZ","O",1642,"684a"
81717,"CDD",19953,"80","ct_9","tr_5","C","HZ","O",2073,"643a"
81718,"CDI",17853,"80","ct_9","tr_1","C","CL","O",1665,"673c"
81720,"CDI",27242,"76","ct_9","tr_6","C","CG","O",1546,"477b"
81732,"CDD",4567,"80","ct_9","tr_6","C","NZ","O",499,"555a"
81738,"CDI",12083,"02","ct_9","tr_1","P","FZ","O",1248,"461b"
81739,"CDI",38761,"80","ct_8","tr_2","P","QA","O",1456,"344b"
81741,"CDI",24264,"80","ct_9","tr_6","C","GZ","O",1820,"463d"
81748,"CDI",19028,"80","ct_9","tr_3","C","GZ","O",1814,"634c"
81756,"CDI",2189,"80",NA,NA,"C","FZ","O",278,"691a"
81760,"CDI",17015,"60","ct_8","tr_4","P","QB","O",1014,"431c"
81762,"CDI",10660,"80","ct_7","tr_1","N","QB","O",1094,"563b"
81769,"CDI",21435,"80","ct_8","tr_4","C","PZ","O",1820,"422c"
81772,"AUT",34332,"80","ct_3","tr_6","C","QA","O",1819,"431f"
81781,"CDI",7449,"80","ct_9","tr_1","P","GZ","O",742,"634c"
81782,"CDI",18373,"80","ct_9","tr_2","C","GZ","O",1568,"634c"
81785,"CDI",10939,"80","ct_8","tr_3","P","PZ","O",1247,"525a"
81798,"CDI",19768,"80","ct_8","tr_3","C","QB","O",1820,"526d"
81802,"CDI",34016,"80","ct_9","tr_5","C","HZ","O",1820,"333c"
81812,"CDI",17599,"02","ct_9","tr_5","P","NZ","O",1817,"684a"
81821,"CDI",23035,"80","ct_9","tr_5","C","CL","O",1628,"673c"
81826,"CDI",22053,"14","ct_8","tr_3","P","QA","O",1502,"432b"
81827,"AUT",5270,"80","ct_1","tr_4","P","PZ","X",640,"525b"
81828,"CDI",18605,"80","ct_9","tr_2","C","CH","O",1795,"623e"
81830,"CDI",47290,"75","ct_9","tr_4","C","MA","O",1066,"387f"
81832,"CDI",17921,"80","ct_9","tr_1","C","CH","O",1766,"623g"
81833,"CDI",29610,"80","ct_9","tr_6","C","CL","O",1763,"477a"
81838,"TOA",2007,"80","ct_9","tr_1","C","RZ","O",313,"543h"
81850,"CDI",15130,"80","ct_8","tr_5","C","QB","O",1622,"676e"
81857,"CDI",25432,"80","ct_9","tr_6","C","CG","O",1442,"626b"
81859,"CDI",16268,"62","ct_8","tr_4","P","QB","O",1786,"563b"
81862,"CDI",11161,"80","ct_9","tr_1","C","GZ","O",1520,"634c"
81865,"CDI",18256,"80","ct_9","tr_5","C","GZ","O",1602,"554c"
81867,"CDI",4033,"80","ct_9","tr_1","C","FZ","O",609,"681a"
81868,"CDI",12842,"80","ct_2","tr_2","P","RZ","O",1304,"524c"
81871,"CDI",22767,"80","ct_8","tr_5","C","QB","O",1820,"434b"
81878,"CDI",6251,"80","ct_9","tr_6","C","CG","O",229,"626b"
81890,"CDI",34502,"80","ct_9","tr_2","C","KZ","O",1820,"467a"
81895,"CDI",27274,"80","ct_5","tr_6","C","LZ","O",1825,"461e"
81897,"CDI",29885,"80","ct_9","tr_4","C","FZ","O",1820,"481a"
81898,"CDI",11054,"60","ct_9","tr_2","C","NZ","O",1190,"634c"
81901,"CDD",1512,"80","ct_9","tr_5","C","NZ","O",183,"676c"
81907,"CDI",38564,"80","ct_8","tr_2","C","SZ","O",1762,"372e"
81910,"CDI",16256,"80","ct_9","tr_3","C","HZ","O",2028,"643a"
81912,"CDI",17477,"80","ct_9","tr_3","P","QA","O",1649,"526e"
81933,"TTP",8342,"80","ct_9","tr_1","N","NZ","O",906,"676c"
81946,"CDI",18998,"80","ct_9","tr_2","C","QA","O",1729,"526e"
81951,"CDI",15321,"59","ct_9","tr_6","C","NZ","O",1825,"534a"
81960,"CDI",36132,"80","ct_1","tr_4","C","OZ","O",1820,"461f"
81964,"CDI",22502,"80","ct_9","tr_1","C","GZ","O",1789,"556a"
81965,"CDI",34897,"76","ct_9","tr_6","C","CG","O",2014,"626b"
81968,"CDI",27122,"80","ct_1","tr_2","C","QA","O",1834,"433a"
81969,"CDI",23689,"80","ct_9","tr_3","C","FZ","O",1448,"632g"
81970,"CDI",28458,"80","ct_9","tr_5","C","CG","O",1705,"674a"
81972,"CDI",30005,"80","ct_9","tr_6","C","CL","O",1780,"474b"
81973,"CDI",13108,"80","ct_9","tr_5","P","GZ","O",1280,"543e"
81978,"CDI",20830,"80","ct_9","tr_2","C","FZ","O",1463,"632a"
81979,"CDI",45060,"80","ct_9","tr_2","C","CA","O",1849,"554a"
81984,"CDI",16814,"80","ct_9","tr_3","C","IZ","O",1363,"561b"
81986,"TTP",10764,"80","ct_9","tr_1","C","NZ","O",1110,"676c"
81994,"CDI",24974,"60","ct_9","tr_5","C","HZ","O",1820,"652a"
81995,"CDI",16869,"80","ct_9","tr_5","C","CH","O",1358,"624d"
81997,"CDI",3579,"80","ct_9","tr_4","C","HZ","O",188,"542a"
81998,"CDI",16210,"80","ct_9","tr_2","C","CA","O",1271,"685a"
82015,"CDI",33207,"80","ct_9","tr_2","C","GZ","O",1708,"463b"
82019,"CDI",6901,"80","ct_9","tr_5","P","CB","O",916,"676c"
82026,"CDI",12917,"80","ct_9","tr_1","C","SZ","O",1566,"562b"
82027,"CDI",4462,"80","ct_9","tr_1","P","RZ","O",435,"541b"
82031,"CDI",6411,"80","ct_8","tr_5","P","PZ","O",873,"422e"
82032,"CDI",14559,"76","ct_9","tr_6","C","CG","O",1167,"626b"
82037,"CDI",36608,"80","ct_9","tr_3","C","GZ","O",1820,"463d"
82038,"CDI",22738,"80","ct_9","tr_1","C","MC","O",1827,"526b"
82070,"CDI",18278,"81","ct_9","tr_1","C","GZ","O",1828,"652a"
82077,"TTP",9743,"81","ct_9","tr_0","N","NZ","O",795,"464a"
82079,"CDI",18130,"81","ct_9","tr_1","C","GZ","O",1645,"462e"
82090,"CDI",39886,"31","ct_9","tr_6","P","HZ","O",1543,"654b"
82097,"CDD",21740,"81","ct_8","tr_3","P","QB","O",1633,"434d"
82098,"CDI",16297,"33","ct_9","tr_1","C","NZ","O",1835,"534a"
82102,"CDI",29734,"81","ct_9","tr_2","C","GZ","O",1846,"471b"
82110,"CDI",17231,"81","ct_9","tr_6","C","CJ","O",1688,"673c"
82113,"CDI",40443,"81","ct_9","tr_5","C","NZ","O",1820,"461b"
82122,"CDI",4116,"81","ct_9","tr_5","P","NZ","O",496,"684a"
82156,"CDI",50309,"31","ct_9","tr_4","C","GZ","O",1512,"463e"
82160,"CDI",4092,"81","ct_7","tr_1","N","QB","O",664,"563b"
82193,"CDI",14091,"81","ct_9","tr_3","C","GZ","O",1664,"551a"
82196,"CDI",17033,"81","ct_5","tr_5","C","LZ","O",1820,"543g"
82199,"CDI",22614,"81","ct_8","tr_3","C","PZ","O",1820,"421b"
82202,"AUT",17309,"81","ct_2","tr_2","P","OZ","O",1823,"523c"
82203,"CDI",11509,"31","ct_8","tr_2","P","SZ","O",808,"431f"
82209,"CDI",41683,"81","ct_9","tr_5","C","MA","O",1722,"388b"
82221,"CDI",22986,"81","ct_9","tr_1","C","FZ","O",1704,"634b"
82224,"CDI",22539,"81","ct_9","tr_5","C","GZ","O",1680,"462b"
82233,"CDI",9237,"81","ct_8","tr_4","P","SZ","O",1148,"563b"
82251,"CDI",18818,"31","ct_9","tr_4","C","FZ","O",1565,"641a"
82253,"CDI",22246,"81","ct_9","tr_4","C","HZ","O",1799,"621d"
82254,"CDI",17522,"81","ct_8","tr_5","P","QB","O",1600,"563b"
82263,"CDI",26742,"81","ct_8","tr_2","C","QA","O",1612,"433a"
82267,"CDI",4654,"81","ct_8","tr_3","P","CC","O",625,"675c"
82269,"CDI",6317,"81","ct_9","tr_1","C","NZ","O",893,"631a"
82285,"CDI",25889,"81","ct_8","tr_5","C","QA","O",1717,"431f"
82286,"CDI",5631,"81","ct_8","tr_4","P","SZ","O",324,"563b"
82292,"CDI",10915,"31","ct_9","tr_5","C","HZ","O",1645,"466c"
82300,"CDI",11496,"81","ct_8","tr_4","C","QB","O",1397,"525d"
82317,"CDI",48716,"81","ct_9","tr_4","C","JC","O",1731,"388b"
82321,"CDI",19566,"31","ct_9","tr_4","C","FZ","O",1550,"472c"
82331,"CDI",4456,"31","ct_9","tr_0","C","KZ","O",380,"542a"
82354,"TTP",10507,"81","ct_9","tr_1","N","NZ","O",1079,"681a"
82358,"CDI",12684,"81","ct_9","tr_5","C","QA","O",1595,"526a"
82359,"CDI",38572,"81","ct_9","tr_1","C","GZ","O",2020,"374a"
82364,"CDI",24451,"30","ct_1","tr_6","C","MB","O",1814,"342g"
82365,"AUT",16942,"81","ct_2","tr_3","P","PZ","O",1365,"421b"
82374,"CDI",2004,"81","ct_9","tr_2","P","GZ","O",186,"551a"
82376,"CDI",18751,"81","ct_9","tr_6","P","QA","O",1374,"526a"
82378,"CDI",19237,"31","ct_9","tr_6","C","NZ","O",1860,"534a"
82401,"CDI",10427,"81","ct_9","tr_2","C","QA","O",529,"526e"
82405,"CDI",14864,"81","ct_9","tr_5","C","GZ","O",1621,"551a"
82406,"CDI",17529,"81","ct_9","tr_3","C","QA","O",1689,"526e"
82407,"CDI",14434,"81","ct_9","tr_1","N","GZ","O",1751,"554e"
82408,"CDI",17916,"81","ct_9","tr_6","C","QA","O",1618,"525d"
82415,"CDI",20432,"81","ct_9","tr_5","C","GZ","O",2200,"684a"
82421,"AUT",24094,"81","ct_3","tr_6","C","QA","O",1559,"632k"
82422,"CDI",24969,"81","ct_9","tr_3","C","FZ","O",1654,"632f"
82430,"CDI",16995,"81","ct_9","tr_1","C","FZ","O",1549,"461b"
82459,"CDI",6433,"31","ct_9","tr_6","P","CJ","O",467,"622c"
82466,"CDI",16397,"81","ct_9","tr_1","C","FZ","O",1550,"632c"
82480,"CDI",19063,"31","ct_9","tr_4","C","HZ","O",1728,"655a"
82483,"CDI",15245,"31","ct_8","tr_4","C","QB","O",1482,"434d"
82485,"CDI",22117,"31","ct_9","tr_4","C","GZ","O",1743,"628a"
82489,"CDI",4828,"81","ct_8","tr_4","C","QB","O",1071,"563b"
82500,"CDI",25159,"12","ct_9","tr_4","C","FZ","O",1772,"477c"
82501,"AUT",3582,"81","ct_3","tr_6","C","QA","X",462,"525d"
82505,"CDI",23900,"81","ct_9","tr_6","C","CE","O",1651,"625c"
82506,"CDI",10235,"81","ct_9","tr_1","P","SZ","O",1136,"562b"
82515,"CDI",27004,"81","ct_9","tr_5","C","CG","O",1779,"674a"
82519,"CDI",20079,"81","ct_8","tr_5","C","QB","O",1822,"526d"
82526,"AUT",12830,"81","ct_9","tr_1","C","FZ","X",1771,"681b"
82527,"CDI",17527,"81","ct_8","tr_3","C","PZ","O",1668,"422c"
82534,"CDI",13897,"81","ct_8","tr_6","P","QB","O",1395,"563b"
82542,"CDI",5693,"81","ct_8","tr_0","P","GZ","O",584,"684a"
82543,"CDI",13099,"81","ct_8","tr_3","P","QB","O",1350,"563b"
82547,"CDI",27396,"31","ct_9","tr_3","C","GZ","O",1823,"385b"
82552,"CDI",13634,"81","ct_9","tr_1","C","FZ","O",1630,"681a"
82553,"CDI",14486,"81","ct_9","tr_1","C","GZ","O",1361,"543f"
82555,"CDI",19821,"81","ct_8","tr_4","C","QB","O",1761,"526a"
82566,"CDI",20560,"81","ct_9","tr_3","C","FZ","O",1820,"632j"
82582,"CDI",89000,"81","ct_9","tr_3","C","GZ","O",1820,"344d"
82586,"CDI",29081,"82","ct_9","tr_1","C","FZ","O",1686,"621b"
82593,"CDI",15659,"81","ct_9","tr_5","C","HZ","O",1340,"641a"
82594,"CDI",8861,"81","ct_9","tr_1","P","NZ","O",1066,"691e"
82610,"AUT",17968,"31","ct_1","tr_5","C","PZ","O",1820,"523b"
82621,"CDI",5194,"81","ct_9","tr_3","P","QB","O",479,"563b"
82623,"CDI",18913,"81","ct_9","tr_1","C","NZ","O",1999,"634d"
82625,"CDI",22936,"31","ct_9","tr_6","C","HZ","O",1639,"655a"
82630,"CDI",32363,"31","ct_9","tr_6","C","HZ","O",1796,"387e"
82633,"CDI",35767,"81","ct_9","tr_5","C","QA","O",1820,"372c"
82662,"CDI",16372,"81","ct_9","tr_4","C","HZ","O",1794,"641a"
82669,"CDI",19390,"81","ct_9","tr_1","C","GZ","O",686,"433b"
82684,"CDI",16913,"82","ct_9","tr_1","C","GZ","O",1560,"542a"
82699,"CDI",24565,"82","ct_9","tr_2","C","RZ","O",1653,"372c"
82708,"AUT",11236,"47","ct_9","tr_1","C","GZ","X",1304,"543h"
82711,"CDI",29141,"82","ct_9","tr_1","C","KZ","O",1772,"467a"
82713,"CDI",21540,"82","ct_9","tr_2","C","QA","O",1626,"543b"
82729,"CDI",19339,"31","ct_9","tr_6","C","HZ","O",1799,"521a"
82733,"CDI",56808,"47","ct_9","tr_1","C","GZ","O",1799,"479b"
82737,"CDI",1707,"82","ct_9","tr_3","C","FZ","O",187,"622c"
82747,"CDI",25579,"31","ct_9","tr_5","C","NZ","O",1820,"534a"
82750,"CDI",17644,"82","ct_9","tr_3","C","GZ","O",1820,"551a"
82765,"CDI",20363,"82","ct_9","tr_6","P","QA","O",1517,"526a"
82772,"CDI",20005,"82","ct_9","tr_1","C","FZ","O",1736,"632f"
82778,"CDI",27276,"82","ct_9","tr_3","P","MA","O",2200,"543b"
82780,"CDI",15630,"82","ct_9","tr_6","P","QA","O",954,"431f"
82781,"CDI",19179,"31","ct_9","tr_5","C","QA","O",1506,"431f"
82783,"AUT",18757,"82","ct_2","tr_5","C","QB","O",1760,"563b"
82788,"CDI",3688,"31","ct_9","tr_1","C","IZ","O",396,"468b"
82792,"CDI",13430,"82","ct_9","tr_1","C","GZ","O",1572,"554j"
82795,"CDI",8521,"32","ct_9","tr_3","C","GZ","O",501,"462e"
82809,"AUT",24958,"36","ct_1","tr_6","C","OZ","O",2028,"532a"
82815,"CDI",81770,"82","ct_8","tr_5","P","QB","O",3000,"344b"
82817,"CDI",10933,"82","ct_9","tr_1","P","IZ","O",1424,"561c"
82829,"CDI",7950,"82","ct_8","tr_4","P","PZ","O",493,"422c"
82830,"CDD",17812,"82","ct_2","tr_6","C","OZ","O",1547,"434d"
82849,"CDI",34885,"82","ct_8","tr_5","C","QB","O",1767,"434a"
82863,"CDI",33484,"31","ct_9","tr_5","C","HZ","O",2552,"641a"
82872,"CDI",17398,"82","ct_9","tr_2","C","GZ","O",1984,"551a"
82886,"CDI",16745,"94","ct_9","tr_6","C","MA","O",1701,"543g"
82904,"CDI",26852,"82","ct_7","tr_1","N","QB","O",3000,"563a"
82907,"CDI",9048,"12","ct_9","tr_1","C","GZ","O",1000,"553c"
82921,"CDI",1867,"82",NA,NA,"C","AZ","O",178,"691c"
82923,"CDI",29203,"47","ct_9","tr_1","C","GZ","O",1820,"462b"
82927,"CDI",27036,"82","ct_9","tr_2","C","FZ","O",1750,"621c"
82935,"CDI",26418,"82","ct_9","tr_4","C","CM","O",1836,"543g"
82937,"CDI",12124,"31","ct_9","tr_1","C","HZ","O",1216,"542a"
82943,"CDI",38105,"82","ct_9","tr_5","C","GZ","O",1948,"463c"
82950,"CDI",9489,"82","ct_9","tr_1","C","GZ","O",1092,"461c"
82962,"CDI",3282,"82","ct_2","tr_4","P","OZ","O",331,"525b"
83003,"CDI",20512,"31","ct_8","tr_4","C","PZ","O",1614,"423b"
83009,"CDD",9190,"31","ct_9","tr_5","C","EZ","O",738,"461f"
83011,"CDI",23283,"82","ct_9","tr_5","C","CA","O",1801,"625a"
